depth,width,dropout,mlp,rmlp,vmlp,rvmlp
4,700,0.3,0.059907369844694205,0.07605193317373171,0.036279512473663476,0.04175701992711106
4,850,0.3,0.06872546031877937,0.07166332502026515,0.030075548473327725,0.04366317531664339
4,100,0.4,0.04650482775350484,0.07821856302179264,0.01082921264707391,0.03303161243348535
4,250,0.4,0.054136019640766316,0.07920082320291613,0.02400582629135538,0.0410365514667233
4,400,0.4,0.06480131222165302,0.07687395560287194,0.027003909617989312,0.0418371024576198
4,550,0.4,0.06078653117574495,0.0796847940057886,0.029893404358484352,0.04709859827528523
4,700,0.4,0.06717013554385572,0.0819403996950968,0.030862413814338328,0.04267917848408798
4,850,0.4,0.06258450545520654,0.07672376853395628,0.03255446846319329,0.04158838901308354
4,100,0.5,0.0526711636391806,0.07920588801790095,0.006227560505311076,0.03468619286790933
4,250,0.5,0.05709515638329994,0.07998760012565623,0.02231362183571639,0.03681002306438368
4,400,0.5,0.06657942712253756,0.07878527529621977,0.024389230321401632,0.04044711146459301
4,550,0.5,0.06627434689410316,0.08014471479056046,0.02612334815711144,0.04471599156550555
4,700,0.5,0.07185205761852714,0.07984671445367149,0.02585393230079086,0.04311297360331384
4,850,0.5,0.06992548811916394,0.07420455434381576,0.023129270470459887,0.045712104924587466
4,100,0.6,0.023543853807744604,0.08081299440032547,-0.0004208476269642802,0.0360530724968827
4,250,0.6,0.04328158617695017,0.07722400813503172,0.021796293105328525,0.04011919846601366
4,400,0.6,0.055254750252975326,0.08078561477134745,0.025246641103770708,0.04114537729700968
4,550,0.6,0.06206046246438894,0.0811708921310233,0.026920043225087526,0.045905071630151076
4,700,0.6,0.06586383584269473,0.08372444844213854,0.024381701488723775,0.04415486329559264
4,850,0.6,0.05767094929702289,0.07745728624561324,0.03206160190601121,0.05057525589568859
5,100,0.2,0.028654505938388395,0.07160606483045942,0.020951170187466447,0.03582119490951173
5,250,0.2,0.04802062563443789,0.07796129153126935,0.01957383282930407,0.042676609821805836
5,400,0.2,0.051290740485699225,0.07234504582585458,0.028433619071418895,0.04150772155680589
5,550,0.2,0.05600572215258079,0.07535268791210213,0.03011517890131832,0.04080556396349953
5,700,0.2,0.060099159620278716,0.06413014866708475,0.028710446667655723,0.046274124505631814
5,850,0.2,0.05417845497056588,0.07252210579928643,0.03248921648504085,0.04788790585772754
5,100,0.3,0.03470968873354725,0.07632903032288314,0.0025220235600187063,0.04168257196243583
5,250,0.3,0.05246901829448504,0.07796164192464367,0.025517136294264994,0.04276579819602577
5,400,0.3,0.0532990551579717,0.07730618075120223,0.024362877214765523,0.04716155369163649
5,550,0.3,0.05598739788474236,0.0739808884216712,0.030182944726322086,0.047977674330370104
5,700,0.3,0.0609924569042225,0.07376067295325567,0.03257512000481521,0.04434974646335365
5,850,0.3,0.06340040497249064,0.07371092051269937,0.034334562116043965,0.050348119101880646
5,100,0.4,0.050995892986135494,0.07791087372166361,0.0006009311045037896,0.036509064297011694
5,250,0.4,0.05074335448456828,0.07978572013217847,0.018347540378647803,0.03950157940590966
5,400,0.4,0.04619974985534084,0.07593613300401215,0.026589198344125545,0.047068095487752024
5,550,0.4,0.05790340856477721,0.08082821675509058,0.02848625863528155,0.0487760868544996
5,700,0.4,0.06087347024963416,0.0724144992378973,0.027856325548450973,0.05205637193706095
5,850,0.4,0.06360391328324025,0.0685949150962004,0.02378285524910053,0.05184811709149778
5,100,0.5,0.011926378914826627,0.07745200255249746,0.002218667968764045,0.037077091601222426
5,250,0.5,0.04854473054509247,0.07823784912471156,0.021763515681762532,0.04200829847303172
5,400,0.5,0.04040327743514323,0.08239622692088039,0.022205358379232164,0.04398457376614916
5,550,0.5,0.06043592702305593,0.08021660798495528,0.026981239812819493,0.04944630195120797
5,700,0.5,0.04714085322478798,0.07960838084788853,0.029291342174278263,0.05627537209836454
5,850,0.5,0.0583800692232902,0.0775002652373422,0.028562219863534678,0.05455998928014984
5,100,0.6,0.006813827430130899,0.08006005787967951,-0.0042106693992217704,0.03907210443399837
5,250,0.6,0.010335533192370074,0.0772652939490476,0.01573795791251835,0.04224865519280617
5,400,0.6,0.017495074830086832,0.08131580282965303,0.026263058682815345,0.045059997179382014
5,550,0.6,0.04090365880029674,0.07983194186510467,0.0342093933764713,0.046313747044191486
5,700,0.6,0.048362887653996836,0.0795423974577009,0.03300609491546716,0.045560157786553236
5,850,0.6,0.046986611062343406,0.07980880208071219,0.030128876003385513,0.04728374216392835
