depth,width,dropout,vmlp,mlp,difference
1,100,0.1,0.03597140312194824,0.05617360770702362,-0.02020220458507538
1,200,0.1,0.04810430109500885,0.06556707620620728,-0.017462775111198425
1,300,0.1,0.04451167583465576,0.06459558010101318,-0.020083904266357422
1,400,0.1,0.045943811535835266,0.07019433379173279,-0.024250522255897522
1,500,0.1,0.043927907943725586,0.06600993871688843,-0.022082030773162842
1,600,0.1,0.041634321212768555,0.0658998042345047,-0.024265483021736145
1,700,0.1,0.047562375664711,0.06365768611431122,-0.01609531044960022
1,800,0.1,0.04295384883880615,0.0647859126329422,-0.021832063794136047
1,900,0.1,0.04327484965324402,0.06665541231632233,-0.023380562663078308
1,1000,0.1,0.03997720777988434,0.06560607254505157,-0.025628864765167236
1,100,0.2,0.03212068974971771,0.05590568482875824,-0.023784995079040527
1,200,0.2,0.044854775071144104,0.06734921038150787,-0.02249443531036377
1,300,0.2,0.045907750725746155,0.07509253919124603,-0.029184788465499878
1,400,0.2,0.04994282126426697,0.0711587518453598,-0.021215930581092834
1,500,0.2,0.04706789553165436,0.07198077440261841,-0.02491287887096405
1,600,0.2,0.047549471259117126,0.07200925052165985,-0.024459779262542725
1,700,0.2,0.047657668590545654,0.07026539742946625,-0.022607728838920593
1,800,0.2,0.04547150433063507,0.0675932765007019,-0.022121772170066833
1,900,0.2,0.045719027519226074,0.0673547238111496,-0.021635696291923523
1,1000,0.2,0.045405954122543335,0.06480616331100464,-0.019400209188461304
1,100,0.3,0.030151382088661194,0.04977232217788696,-0.01962094008922577
1,200,0.3,0.04606424272060394,0.06978869438171387,-0.023724451661109924
1,300,0.3,0.04774428904056549,0.07343257963657379,-0.0256882905960083
1,400,0.3,0.04767884314060211,0.0705426037311554,-0.022863760590553284
1,500,0.3,0.04842309653759003,0.07554957270622253,-0.027126476168632507
1,600,0.3,0.05138278007507324,0.07075725495815277,-0.01937447488307953
1,700,0.3,0.04689449071884155,0.07561478018760681,-0.02872028946876526
1,800,0.3,0.048202648758888245,0.0689866691827774,-0.02078402042388916
1,900,0.3,0.046636953949928284,0.06648366153240204,-0.019846707582473755
1,1000,0.3,0.044042110443115234,0.06738969683647156,-0.023347586393356323
1,100,0.4,0.027426108717918396,0.04372765123844147,-0.01630154252052307
1,200,0.4,0.041331321001052856,0.06559230387210846,-0.024260982871055603
1,300,0.4,0.04811124503612518,0.06979864835739136,-0.021687403321266174
1,400,0.4,0.05321964621543884,0.07510091364383698,-0.021881267428398132
1,500,0.4,0.052416980266571045,0.07345728576183319,-0.021040305495262146
1,600,0.4,0.05191048979759216,0.07694879174232483,-0.025038301944732666
1,700,0.4,0.05214869976043701,0.07509441673755646,-0.022945716977119446
1,800,0.4,0.050531744956970215,0.07382607460021973,-0.02329432964324951
1,900,0.4,0.047435954213142395,0.07437658309936523,-0.02694062888622284
1,1000,0.4,0.050860047340393066,0.07094170153141022,-0.02008165419101715
1,100,0.5,0.023562520742416382,0.03928425908088684,-0.01572173833847046
1,200,0.5,0.03990103304386139,0.059687063097953796,-0.019786030054092407
1,300,0.5,0.04592084884643555,0.06909477710723877,-0.023173928260803223
1,400,0.5,0.050609290599823,0.07186079025268555,-0.02125149965286255
1,500,0.5,0.053819119930267334,0.07554033398628235,-0.021721214056015015
1,600,0.5,0.05204123258590698,0.07715541124343872,-0.02511417865753174
1,700,0.5,0.05101519823074341,0.07594825327396393,-0.02493305504322052
1,800,0.5,0.054883554577827454,0.07353079319000244,-0.018647238612174988
1,900,0.5,0.05261428654193878,0.07369676232337952,-0.021082475781440735
1,1000,0.5,0.04546527564525604,0.0740044116973877,-0.028539136052131653
1,100,0.6,0.018127217888832092,0.03554946184158325,-0.01742224395275116
1,200,0.6,0.03505435585975647,0.0519062876701355,-0.01685193181037903
1,300,0.6,0.042355045676231384,0.058530181646347046,-0.01617513597011566
1,400,0.6,0.04842057824134827,0.06692029535770416,-0.018499717116355896
1,500,0.6,0.052143439650535583,0.0708279013633728,-0.01868446171283722
1,600,0.6,0.051656514406204224,0.07041282951831818,-0.018756315112113953
1,700,0.6,0.055122897028923035,0.07353776693344116,-0.018414869904518127
1,800,0.6,0.05599340796470642,0.0776212066411972,-0.021627798676490784
1,900,0.6,0.05759225785732269,0.07048478722572327,-0.012892529368400574
1,1000,0.6,0.05440191924571991,0.0747399628162384,-0.020338043570518494
1,100,0.7,0.015620425343513489,0.027415364980697632,-0.011794939637184143
1,200,0.7,0.026353299617767334,0.04105612635612488,-0.014702826738357544
1,300,0.7,0.03494822978973389,0.05158908665180206,-0.016640856862068176
1,400,0.7,0.04234611988067627,0.05592550337314606,-0.013579383492469788
1,500,0.7,0.047537997364997864,0.06597667932510376,-0.018438681960105896
1,600,0.7,0.05045011639595032,0.06929656863212585,-0.018846452236175537
1,700,0.7,0.05232594907283783,0.06814344227313995,-0.015817493200302124
1,800,0.7,0.05501362681388855,0.07015760242938995,-0.015143975615501404
1,900,0.7,0.05458764731884003,0.0740114152431488,-0.019423767924308777
1,1000,0.7,0.054378703236579895,0.07487012445926666,-0.020491421222686768
1,100,0.8,0.008456900715827942,0.016816318035125732,-0.00835941731929779
1,200,0.8,0.019746124744415283,0.02513408660888672,-0.0053879618644714355
1,300,0.8,0.026541367173194885,0.03246256709098816,-0.005921199917793274
