depth,width,dropout,mlp,rmlp,vmlp,rvmlp
1,100,0.2,0.05668835448884528,0.05464227238314303,0.03752657810998051,0.03702472737109436
1,250,0.2,0.0557408064113307,0.05150464754925744,0.043189520510671306,0.03978906153240014
1,400,0.2,0.05537601420649811,0.056721571611662594,0.03627384503539491,0.036968638449014185
1,550,0.2,0.05283873140090711,0.05328945270927736,0.03676087807647826,0.037424538629030196
1,700,0.2,0.053991112410211206,0.052847744456554074,0.042231213894782835,0.042201815383282944
1,850,0.2,0.05664579562275228,0.052430094634236646,0.04422475529900302,0.04310383949538808
1,100,0.3,0.05952413523936871,0.05483647493527736,0.037169747351989225,0.035520996060183135
1,250,0.3,0.058461853925870506,0.05310766947063485,0.04356385817622529,0.03891296312159455
1,400,0.3,0.0572225098932283,0.053649942800386444,0.040791380976370764,0.03930764098927423
1,550,0.3,0.05613489478751568,0.05503957697388962,0.04253974299489913,0.041210776018221915
1,700,0.3,0.05527527765471738,0.052358664144858694,0.04387831531673508,0.04328025124035678
1,850,0.3,0.05510483365274983,0.05364920748855825,0.0456714168998901,0.04063880196507176
1,100,0.4,0.05493140136788563,0.054863477775476316,0.03392267948108264,0.028674565368127607
1,250,0.4,0.05866528180176923,0.05652075994016798,0.03590141578186421,0.035646906699980614
1,400,0.4,0.059540111647385964,0.0567373236401328,0.03970258928813718,0.034366703386247165
1,550,0.4,0.059440688132947124,0.055094007660328945,0.04533576488680684,0.03853044113627363
1,700,0.4,0.058948059550611095,0.054143968602378384,0.03511163304605937,0.04000169203032469
1,850,0.4,0.056246873390177914,0.05590434021276652,0.04506449393191144,0.03939326856392435
1,100,0.5,0.049809771334486164,0.05369019417499454,0.03184588561538093,0.03524950443962463
1,250,0.5,0.05817032293108801,0.0572991867632725,0.03968601953963922,0.03859461206160859
1,400,0.5,0.0556240667563644,0.05844617663064516,0.04579152978355062,0.03687009691544262
1,550,0.5,0.0569151759128312,0.05783084510923772,0.04463846721271564,0.04057812863073667
1,700,0.5,0.057202434883129,0.054124415624151365,0.04492916929826497,0.033517678614201636
1,850,0.5,0.05762760845707052,0.05495778141176208,0.04114430583142198,0.037094755876521696
1,100,0.6,0.04890406373588364,0.048756389814870016,0.025004696435365566,0.02254815936233285
1,250,0.6,0.053624171797664114,0.054596953396846046,0.03178381092737064,0.034223540060871305
1,400,0.6,0.058356813216512385,0.05755100100408061,0.03958634839404768,0.03741840110987566
1,550,0.6,0.05788465078788967,0.05994908612214018,0.04125964268634942,0.043878410460861855
1,700,0.6,0.0582016897030727,0.05504917011873339,0.04114785040370823,0.04210531365139271
1,850,0.6,0.058897676773004094,0.05802585968097712,0.04090441601577457,0.04061017286497334
2,100,0.2,0.05586146324015259,0.05552290786646224,0.03161314318977219,0.0328089901914966
2,250,0.2,0.05859742701854902,0.05345137217178689,0.0418288539707615,0.03480324042248566
2,400,0.2,0.05929832249255617,0.052607445290479025,0.04273203981004335,0.03862302176560938
2,550,0.2,0.05911117266850965,0.0538711377919211,0.04597022426769752,0.047330280638407114
2,700,0.2,0.05415941733312084,0.05320457063466566,0.04513096239485206,0.03715362246843116
2,850,0.2,0.05753583154001454,0.052045710165290894,0.04636470236343271,0.03506583252003722
2,100,0.3,0.052791495624438675,0.055514364145807495,0.03405603354699967,0.029416881772988224
2,250,0.3,0.05576902095430823,0.055320202609045875,0.039178246002691285,0.04025050696680537
2,400,0.3,0.05583792046835553,0.057320322739474086,0.03405752809165642,0.03963270740872744
2,550,0.3,0.05988695740003429,0.05510267814885575,0.04376629018419022,0.039713900237025514
2,700,0.3,0.054312511041283165,0.054876419476543765,0.04794211547407777,0.03914047766370825
2,850,0.3,0.05807985818207097,0.05244858773081672,0.04664154292846239,0.04075348579990766
2,100,0.4,0.05015096346553872,0.05493328963303658,0.025034041608750782,0.039214050424211604
2,250,0.4,0.050699315226555346,0.05299769991728813,0.03434353838202322,0.03488769852057526
2,400,0.4,0.05556167326041547,0.05668396125228323,0.030428204057026034,0.04132960560864007
2,550,0.4,0.05729155041991172,0.0553933179613519,0.03549080064905614,0.04185252703400226
2,700,0.4,0.05931195438282484,0.05450100674022863,0.045019759083495536,0.039604340389702786
2,850,0.4,0.055140796510144786,0.05128469205592843,0.04353175929280543,0.0385813825486242
2,100,0.5,0.049384510822532326,0.054667605010575264,0.02359198259346641,0.034873822405562374
2,250,0.5,0.05013594205785883,0.056079798945539897,0.028950654886127934,0.037384520325281674
2,400,0.5,0.052038357187328674,0.05457253490068472,0.03609591211315751,0.04241312960373785
2,550,0.5,0.05176709774416735,0.05371702380421244,0.04099485403742281,0.04086462375890442
2,700,0.5,0.05429968600963344,0.05434289496633723,0.03509712013114906,0.04252551350495119
2,850,0.5,0.05189367639169398,0.053432071509782283,0.04439210841384862,0.04257655704352439
2,100,0.6,0.009033067753759259,0.04928206731397418,0.022331840659842898,0.029305432538913566
2,250,0.6,0.04909414059370078,0.05049074102830239,0.028958165720936055,0.03736398028957552
2,400,0.6,0.04871146141032501,0.05477551502202517,0.02639512730050819,0.03915117031542766
2,550,0.6,0.052492245044735014,0.05647713036321196,0.03440235373073704,0.04190712202879534
2,700,0.6,0.0500426005026116,0.053774822953633186,0.033995546434717305,0.044558137973301326
2,850,0.6,0.051300640136132156,0.05570942500462798,0.03385568067777371,0.043108298877848714
3,100,0.2,0.045966035394893856,0.05500111753114751,0.038026920011308765,0.03672090724650254
3,250,0.2,0.04941072449916861,0.047139407329923125,0.039653710289799506,0.04215539032734688
3,400,0.2,0.05844875819160557,0.052764445282694694,0.04180695780138346,0.037617187889863214
3,550,0.2,0.05655258427185368,0.04849729614353719,0.03846663707722357,0.043187897855924
3,700,0.2,0.055398122096646976,0.04990713228931126,0.04285391306762114,0.03588068222580251
3,850,0.2,0.05637260516434652,0.04930071493940822,0.045937610003725426,0.04137302127535554
3,100,0.3,0.046669960605166316,0.051202473957120916,0.032069629671555674,0.03346237611418424
