SMILES,property_CpG_Abs,property_LPS_Abs,property_LPS_Lum,property_MPLA_Abs,property_MPLA_Lum,property_cGAMP_Abs,property_cGAMP_Lum
CC(=NNC(=O)COc1ccc(Cl)cc1[N+](=O)[O-])c1cccc(Br)c1,0.26511044883843315,0.21149494868459429,0.4125209435264089,0.2696473239877557,0.6361582407138329,0.22824184717573565,0.06635405840267102
CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,0.34994559390953184,0.5473672061515761,0.536248789937582,0.13957569232152037,0.290431564414593,0.17104182578564892,0.3279956027527956
CCN(CC)c1ccc2cc(-c3nnc(NCc4ccc(F)cc4)s3)c(=O)oc2c1,0.22030499323424035,0.22644811245191224,0.33543145826748216,0.27437345375018013,0.2924379256076049,0.2552885333132637,0.07543395799898783
CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,0.13852375378289364,0.6222399826115684,0.48479041581525173,0.1948295280912398,0.4275662255408401,0.13584642870022173,0.46027497829525127
[O-][n+]1cccc(CO)c1,0.1197087364413542,0.2927975662487656,0.5246733849780894,0.2408578230507978,1.0295860929486633,0.6314823897123418,0.09664786686332605
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0.8337957325167549,0.3516944041527456,0.39989404748666435,0.4288441259961508,0.4865229051393329,0.7016678542151925,0.06382564555608014
CN(C(=O)CNC(=O)/C=C/c1cccc(Cl)c1)C1CCS(=O)(=O)CC1,0.2270679918588358,0.7032142021021948,0.4681730137724715,0.31921126589159343,0.18374108257203103,0.16246010697838753,0.44210859394415736
O=C(O)c1cc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc(C(=O)O)c1,0.27619545233701964,0.24307918145612392,0.23755776693831918,0.20003122088657344,0.5354708714243638,0.9431185221152781,0.3827163389847017
CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,0.6653875080173075,0.20321844504211034,0.3154730376200352,0.31167074899972835,0.35362833324466064,0.3645525072728702,0.08096708781402384
CN1CCN(C2=NC(=O)C(=Cc3ccc(Cl)cc3Cl)S2)CC1,0.25543608129556544,0.2896941446165466,0.19560596183595846,0.3918458169675828,0.37464326524802427,0.6700446256349204,0.10766402439974054
Cc1occc1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,0.2529783459022163,0.28691297670639615,0.3663939645903913,0.13203280232688389,0.7777358125938728,1.6957152441058427,0.17595830975328008
Cc1cc(O)c(C(C)C)cc1NC(=O)c1cc(C(C)(C)C)oc1C,0.28479830332213446,0.3460698734537388,0.13574351346833818,0.3437508507010623,0.3597557864253332,0.7854432810805735,0.08997788353462595
c1cc2c3c(cccc3c1)-c1nc3ccccc3nc1-2,0.4647801296013048,0.4391716050857142,0.31827880804822534,0.42050521992949447,0.6343958757559965,0.2294787542784155,0.05314503725738533
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,0.061984617153750796,0.7170683783832872,0.5023994610774584,0.1601685777590432,0.1682550931871099,0.24825818112796336,0.10553879278937905
O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)N1CCN(c2ccccc2)CC1,0.22715175136117302,0.19383593426506487,0.14811508410308005,0.1429751076897999,0.2689551035629367,0.983432032598999,0.14276544639995287
Cc1ccc(C=C2Oc3c(ccc(O)c3CN3CCN(CCO)CC3)C2=O)cc1,0.21553447153797345,0.48673436367178735,0.42575496784685646,0.4283172615026415,0.6549759821495219,0.6844414593413939,0.07691202803564257
CCc1nc2ccc(C(=O)NC3CCC(n4cccn4)CC3)cc2s1,0.27069699802306607,0.2913257120018436,0.12975819734583946,0.23934713284219306,0.5155062345864319,0.9089671210653623,0.10052470069320268
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.2942824600594786,0.5350235869103908,0.1722371331490393,1.5230472940430253,2.781380331372539,0.7361983929281143,0.18436967905128487
COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,0.10817955268463211,0.896097887669784,0.37389204510271984,0.20953896340203218,0.26386861156690655,0.2017413757172485,0.3744584597330342
Brc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,0.6821384332193403,0.3223640350445963,0.4449957326000046,0.3384054223849797,0.6514722618598449,0.35838499826481207,0.07726517774950536
CCc1sc2sncc2c1Br,0.30418996757035704,0.26940383970236664,0.5506266966996214,0.4303676762003249,0.46712593956883275,0.8673632775098276,0.0910441723658061
Br.COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,0.2937262661605402,0.5766165069194572,1.9236731968313876,0.21797688955994834,0.4510049011761596,0.23305173831284587,0.9768531911415502
Cc1ccccc1C(=O)N(Cc1cccnc1)c1nc2c(F)cccc2s1,0.18485770434978938,0.31114483704379087,0.28893259461586457,0.26855649522254144,0.3292985136643672,0.46040579011451577,0.09048467061715311
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,0.40656998597082794,0.30099801953884986,0.23736597808264182,0.28050864499538225,0.45953449320219597,0.9547556243876673,0.108726070291919
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,0.378512680615722,1.2788965739190283,0.5849741323397842,0.3527148718875636,0.42153748785311557,0.5388109553979632,0.13601636269793846
CC1NC(=O)C(N)CNC(=O)C(C2CCNC(N)=N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O.O=S(=O)(O)O,0.17125313561136438,0.6078914326124434,0.29933166310277687,0.17327641742911082,0.11997665537803884,0.5990422322418792,0.5161285609162529
c1ccc2sc(SCCCCSc3nc4ccccc4s3)nc2c1,0.22041483832343942,0.37123876200525097,0.268526970218612,0.1673734034408028,0.5969619069929126,0.8553478601205237,0.2990696906442755
CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,0.18553306328332175,0.6897286736448236,0.8242602012993273,0.14601609827014708,0.2789730521282072,0.18455028253240047,0.4447739618283701
O=C(O)c1cc(C(=O)O)c(C(=O)N(Cc2cccc(Oc3ccccc3)c2)C2CCCc3ccccc32)cc1C(=O)O,0.19786320732061352,0.8921193044119811,0.4045058797520282,0.1677691821731392,0.18560053399258983,0.13662154001219767,0.4044839007028727
COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O.Cl,0.14691189167723429,0.9661909066613493,0.9534323202403436,0.25311020806986934,0.3143605686748663,0.3584545829109098,0.10208889963381039
O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,0.10891583410938796,0.6307629753471738,0.3899890588710967,0.3787839231854282,0.1754281182784962,0.7677258054353292,0.09461262895784836
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,0.38699203150828826,0.889089893793369,0.6111341207663851,0.2721880212199484,0.32244668548203564,0.48901346719430555,0.09520714665853404
O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0.134820428249073,0.6089079909194024,0.413353637136636,0.5110278637435693,0.2161866283058621,0.7482982962139407,0.08943929033087018
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,0.14112202869960136,0.4916935527217428,0.26950717839893584,0.22899912066814312,0.18772961959635126,0.6979468385439463,0.2929547919262227
O=c1cc(O)nc(SCc2c(F)c(F)c(F)c(F)c2F)[nH]1,0.22025379933351064,0.2832682223662366,0.29174711348172616,0.21307523460435884,0.7000638119681367,0.6846292565858497,0.20843740575043235
COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,0.4990181662635918,0.41622076843734657,0.28742019558681703,0.2659262710641617,0.383300991712316,0.16929223546871638,0.25593782425301026
CN1CCN(C(=O)CN2C(=O)c3cccc4cccc(c34)C2=O)CC1,0.26073749481658354,0.22735415663172256,0.435078192347131,0.46853690067125087,0.9094147935755036,0.3076485825673225,0.05406931153138873
CC(C)(C)C(=O)N1N=CCC1c1ccccc1,0.3813449690902496,0.44054659016113906,0.38567056700418106,0.1800853915933528,0.21592286790159237,0.18064549335102337,0.34133779384849416
CCCN1CCC(NCCc2cccc(Cl)c2)CC1,0.4513701653970632,0.5879290578601106,0.45235137462786146,0.3477778087938922,0.522501079224856,0.2261480876543067,0.13047999322528075
Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,0.09737480284207253,0.6070478656051757,0.3701965262386848,0.41455078961054687,0.17648481769396,0.7482808587693719,0.13366319631677434
NC(N)=O,0.0676346907919392,0.6846312324397463,0.5289580137642137,0.15441662369272086,0.2697839548892067,0.1842253723072245,0.12243905914218542
Cc1cc(C)n2nc(C(=O)NN=Cc3ccc(N(C)C)cc3)nc2n1,0.1772189714324662,0.2274341571865466,0.21976756498858752,0.40465063969679976,0.6629233794690363,0.19510215940252643,0.06717763208212799
COc1ccc(NC(=O)CN2C(=O)c3ccccc3C2=O)c([N+](=O)[O-])c1,0.22431412978823437,0.33740437908086846,0.17756531266568062,0.496946059743576,0.31528800580470595,0.6879814644231562,0.10227249948783194
O=C(/C=C/c1cccnc1)c1ccncc1,0.1807457256662765,0.45380074942369475,0.17974636452203088,0.15749415774080597,0.19020783721816786,0.14803606395001082,0.43349338245083835
O=C(NC(=S)Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccc(F)cc1,0.28221000587170136,0.23519955135673026,0.28382645203546764,0.311446742530365,0.5102579001172027,0.2759733670456104,0.07048158050022052
Cn1nccc1C(=O)N1CCC(O)(C(F)(F)F)CC1,0.6778558043015785,0.3043747155131188,0.31754063993763093,0.35058442071983237,0.5052686366783925,0.36639563037604245,0.07201571035089552
Cl.O=c1[nH]c(C2CCCN2)nc2c1oc1ccc(Cl)cc12,0.12443964963105916,0.5997820098406529,0.18485871962253025,0.1638367449096035,0.1988267035389532,0.2833869371649785,0.38210386408847447
CC(=O)Oc1ccc2c(c1)c(C(C)=O)c(C)n2C,0.23222619184783133,0.3842666594253056,0.37454657854766227,0.4267790005655934,0.6626352435269223,1.9800956394942302,0.0730214096755923
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,0.214168873702379,0.7700867303990174,1.0636883396514314,0.1598184557106332,0.37433181285922235,0.19587998537048637,0.6784156257084422
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,0.1433555289460762,0.49196849836212325,0.47066473956259236,0.9746407030247336,1.243622606867984,0.7956921709638852,0.1993325253144666
COc1ccc(NC(=O)Cc2cn(Cc3ccccc3)c3ccccc23)cc1OC,0.1581396565828014,0.293097182773036,0.6179262925115787,0.3843441859178527,0.976415225105524,0.6475820704539542,0.09290316881994332
CCS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3cccc(OC)c3OC)cc2)nn1,0.1796545865581814,0.39609056435849227,0.613427641120068,0.44681046343184316,0.9960054942205219,0.7647565458953829,0.1035120881117552
