SMILES,property_CpG_Abs,property_LPS_Abs,property_LPS_Lum,property_MPLA_Abs,property_MPLA_Lum,property_cGAMP_Abs,property_cGAMP_Lum
CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,-0.571681136598945,-2.1239042220955264,-1.9875757821875142,-1.3601508504250497,-0.10464525249815618,0.2707038387105771,-1.8399637976816468
COC(=O)C1C2C(=O)N(c3ccccc3)C(=O)C12c1ccc(Cl)cc1,0.5080040307586238,0.23722693526673055,0.0020201504218942375,-0.09557028266796432,-0.018988202332191128,0.593671766258769,0.4257731943401315
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O.O=S(=O)(O)O,0.6354763832766271,0.813885551016639,-0.8189202391667448,0.7082604604616372,0.6866543761869837,0.16039109171950525,0.6147823969972
Cc1ccc(-c2n[nH]c3c2C(c2cccc(O)c2)N(c2ccc(C(=O)O)cc2)C3=O)cc1,0.03265292636819499,0.3664144530898586,-0.23521117042202094,0.1239257561894827,0.7300282149585154,0.4836667171813399,0.3394420107704683
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,-3.6124146797520282,1.1288071869665564,-0.33655279143767947,1.0564445143479326,0.14378203642269746,0.389731292521053,0.24983522654735454
COc1ccc2cc(CCC(C)=O)ccc2c1,0.836586862907164,0.4982728980574606,0.37452179928801804,0.12410890509268878,0.335793141110039,-1.1485705351307476,0.2694561848203842
O=c1[nH]cnc2scc(-c3ccc(Br)cc3)c12,0.025665971067010428,0.13704713085622197,1.3149832903515253,-0.020049979914852033,0.5879739503739005,0.07557027142535046,0.6875226084765329
CCOc1ccc(CN2CCN(c3cc(C)nc4c5c(C)cc(C)nc5nn34)CC2)cc1,0.08652865797983923,-0.01179970612652443,-0.06998234722442508,-0.038052940487992376,-0.41803049304254025,0.270560400807459,0.5188850671322737
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,1.5506657617549857,0.8374793819931468,-0.14007573531058717,0.720058120034175,-0.8837867318890094,-0.15014321895826555,-0.560417733733679
O=C(CCc1ccc(O)cc1)c1c(O)cc(OC2OC(CO)C(O)C(O)C2O)cc1O,0.41881490327205356,0.9395185778802381,-0.014119200789302812,0.1174138443861971,0.7573575307839278,0.6464714030741431,0.3153129238666929
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.9444413935538493,0.9140807606555222,-0.40478205143532064,-0.870041000592185,-1.2038382806937153,0.8652348598853176,0.5100361898972138
