depth,width,dropout,mlp,vmlp
3,350,0.2,0.0374031513929367,0.0412152558565139
3,400,0.2,0.038299411535263,0.0458272844552993
3,450,0.2,0.038725197315216,0.0388623774051666
3,500,0.2,0.038203939795494,0.0416181236505508
3,50,0.3,0.055280864238739,0.0511626005172729
3,100,0.3,0.0381660312414169,0.0509177595376968
3,150,0.3,0.0540648102760314,0.0458989441394805
3,200,0.3,0.0351654738187789,0.0412662178277969
3,250,0.3,0.0411524176597595,0.0441741198301315
3,300,0.3,0.0411400943994522,0.0425708889961242
3,350,0.3,0.0507464110851287,0.0436811745166778
3,400,0.3,0.0420470982789993,0.0487333685159683
3,450,0.3,0.0417421460151672,0.0444068312644958
3,500,0.3,0.040014162659645,0.0460567027330398
3,50,0.4,0.0670028924942016,0.0495771020650863
3,100,0.4,0.0457747429609298,0.0558192282915115
3,150,0.4,0.0419521033763885,0.0496152192354202
3,200,0.4,0.0484589189291,0.0490441173315048
3,250,0.4,0.0394650995731353,0.0555797666311264
3,300,0.4,0.0413630604743957,0.0446287393569946
3,350,0.4,0.0353724658489227,0.041326567530632
3,400,0.4,0.0467819571495056,0.0486821830272674
3,450,0.4,0.0360662192106246,0.0411080718040466
3,500,0.4,0.044198453426361,0.045692503452301
3,50,0.5,0.0449808090925216,0.0183466225862503
3,100,0.5,0.0422266721725463,0.0591718554496765
3,150,0.5,0.0499445796012878,0.0557750165462493
3,200,0.5,0.0344203114509582,0.0589634031057357
3,250,0.5,0.0387229621410369,0.0538343042135238
3,300,0.5,0.0474028289318084,0.0547389537096023
3,350,0.5,0.0444440692663192,0.0519782453775405
3,400,0.5,0.0380377024412155,0.0549286901950836
3,450,0.5,0.0421627014875412,0.0550802052021026
3,500,0.5,0.0376810431480407,0.0478762239217758
3,50,0.6,0.022486075758934,0.0027314573526382
3,100,0.6,0.059078648686409,0.040598526597023
3,150,0.6,0.0567413419485092,0.0617473423480987
3,200,0.6,0.0448899567127227,0.0535232722759246
3,250,0.6,0.0488528311252594,0.0632238537073135
3,300,0.6,0.0495048016309738,0.0598514080047607
3,350,0.6,0.0481102019548416,0.0570036172866821
3,400,0.6,0.0399278253316879,0.0589585751295089
3,450,0.6,0.0476219654083251,0.0590422451496124
3,500,0.6,0.0400629490613937,0.0616742968559265
3,50,0.7,0.0123434364795684,0.0020187348127365
3,100,0.7,0.0373603105545043,0.0083238035440444
3,150,0.7,0.0532628148794174,0.0158251523971557
3,200,0.7,0.0331784784793853,0.0484347194433212
3,250,0.7,0.0466343313455581,0.0621168166399002
3,300,0.7,0.0439967960119247,0.0551579743623733
3,350,0.7,0.0531353652477264,0.0554237812757492
3,400,0.7,0.0588321983814239,0.0631780326366424
3,450,0.7,0.0654754191637039,0.0631552636623382
3,500,0.7,0.0515411645174026,0.0657416880130767
3,50,0.8,0.0023519843816757,0.0029349774122238
3,100,0.8,0.0144170075654983,0.0040490180253982
3,150,0.8,0.0212422907352447,0.0058323442935943
3,200,0.8,0.0268362611532211,0.0065298378467559
3,250,0.8,0.0409345030784606,0.0067151635885238
3,300,0.8,0.0345004051923751,0.0076688826084136
3,350,0.8,0.0441268384456634,0.0105529278516769
3,400,0.8,0.0377027839422225,0.0125792324542999
3,450,0.8,0.0493791401386261,0.0429680794477462
3,500,0.8,0.0511894226074218,0.0482491999864578
4,50,0.1,0.0386222302913665,0.0443609803915023
4,100,0.1,0.0378468483686447,0.0414966940879821
4,150,0.1,0.0309380888938903,0.0427963733673095
4,200,0.1,0.0332884937524795,0.0393985360860824
4,250,0.1,0.0436677485704422,0.0399497896432876
4,300,0.1,0.0398094356060028,0.0405913591384887
4,350,0.1,0.0263520181179046,0.0400297790765762
4,400,0.1,0.0388476848602294,0.0432566255331039
4,450,0.1,0.0428242534399032,0.0435292273759841
4,500,0.1,0.0466767102479934,0.0421603620052337
4,50,0.2,0.0364698320627212,0.0468313097953796
4,100,0.2,0.0277175903320312,0.0425064265727996
4,150,0.2,0.0303545445203781,0.037706509232521
4,200,0.2,0.0471483916044235,0.0417290478944778
4,250,0.2,0.0271412432193756,0.0422993600368499
4,300,0.2,0.0437042266130447,0.0438596755266189
4,350,0.2,0.0249937325716018,0.0415900945663452
4,400,0.2,0.0366117358207702,0.0467292368412017
4,450,0.2,0.0274670124053955,0.0458642095327377
4,500,0.2,0.0438360571861267,0.0433936119079589
4,50,0.3,0.0282242149114608,0.0436728149652481
4,100,0.3,0.0537533015012741,0.0521975606679916
4,150,0.3,0.033332273364067,0.0466341078281402
4,200,0.3,0.0469590425491333,0.0506271570920944
4,250,0.3,0.0380894988775253,0.0440473407506942
4,300,0.3,0.0291307866573333,0.0451006889343261
4,350,0.3,0.0319190025329589,0.0484854280948638
4,400,0.3,0.0362897515296936,0.0470238924026489
4,450,0.3,0.0353636443614959,0.0458091795444488
4,500,0.3,0.0383048504590988,0.0453604757785797
4,50,0.4,0.0500610172748565,0.0113317966461181
4,100,0.4,0.02974733710289,0.053273469209671
4,150,0.4,0.0354820638895034,0.0479437857866287
4,200,0.4,0.0422320067882537,0.0495999604463577
4,250,0.4,0.0324019789695739,0.0463220179080963
4,300,0.4,0.0386362373828887,0.0452865213155746
4,350,0.4,0.0347083210945129,0.0467379689216613
4,400,0.4,0.0392621308565139,0.0486543327569961
4,450,0.4,0.0369309037923812,0.0480584949254989
4,500,0.4,0.0280635207891464,0.0519510805606842
4,50,0.5,0.0408184826374053,0.0029762387275695
4,100,0.5,0.0235359519720077,0.0429501831531524
4,150,0.5,0.0649454742670059,0.0524870604276657
4,200,0.5,0.0411971658468246,0.0584531277418136
4,250,0.5,0.0336430370807647,0.0538603067398071
4,300,0.5,0.0605767220258712,0.0548648387193679
4,350,0.5,0.0498180389404296,0.0501218885183334
4,400,0.5,0.0368800312280654,0.0472979843616485
4,450,0.5,0.0248439460992813,0.0522218495607376
4,500,0.5,0.0368307679891586,0.0499384254217147
4,50,0.6,0.0043525546789169,0.0030579417943954
4,100,0.6,0.0488592535257339,0.0073693692684173
4,150,0.6,0.019690066576004,0.0388102531433105
4,200,0.6,0.0387718677520751,0.0549358874559402
4,250,0.6,0.0579349100589752,0.0414896458387374
4,300,0.6,0.0310445576906204,0.0389971286058425
4,350,0.6,0.0258760601282119,0.053293839097023
4,400,0.6,0.0461828112602233,0.0531362444162368
4,450,0.6,0.0464251488447189,0.0392070561647415
4,500,0.6,0.0345760732889175,0.0512258559465408
4,50,0.7,0.0025447160005569,0.0037203133106231
4,100,0.7,0.0155895948410034,0.0052656233310699
4,150,0.7,0.008395567536354,0.007570743560791
4,200,0.7,0.025872990489006,0.0104593634605407
4,250,0.7,0.0251223295927047,0.0191305577754974
4,300,0.7,0.0396596640348434,0.0288805961608886
4,350,0.7,0.0594271272420883,0.039571538567543
4,400,0.7,0.0415137857198715,0.0430209338665008
4,450,0.7,0.0315898358821868,0.0468739569187164
4,500,0.7,0.0514505207538604,0.0420651882886886
4,50,0.8,0.0022768527269363,0.0037969946861267
4,100,0.8,0.0026732087135314,0.0036645680665969
4,150,0.8,0.0072432160377502,0.0052235126495361
4,200,0.8,0.0212752670049667,0.0054443776607513
4,250,0.8,0.0527682453393936,0.0081612318754196
4,300,0.8,0.0326308757066726,0.0064290761947631
4,350,0.8,0.0344261527061462,0.0060990005731582
4,400,0.8,0.0516267716884613,0.0139450132846832
4,450,0.8,0.0399760603904724,0.0288368761539459
4,500,0.8,0.0324603617191314,0.0401420146226882
5,50,0.1,0.0413141995668411,0.0361810624599456
5,100,0.1,0.0363391637802124,0.0446547269821167
5,150,0.1,0.0295217484235763,0.0414716750383377
5,200,0.1,0.031179055571556,0.0411914438009262
5,250,0.1,0.0308434814214706,0.0373823344707489
5,300,0.1,0.0276802778244018,0.0386766791343688
5,350,0.1,0.0206905901432037,0.0387044250965118
5,400,0.1,0.0272171199321746,0.0320380330085754
5,450,0.1,0.0346210151910781,0.0387053489685058
5,500,0.1,0.0454582870006561,0.038698136806488
5,50,0.2,0.0153973996639251,0.042329266667366
5,100,0.2,0.0347394198179245,0.0447520315647125
5,150,0.2,0.0470925718545913,0.0432755202054977
5,200,0.2,0.0242798775434494,0.0342766940593719
5,250,0.2,0.0302412658929824,0.0349512249231338
5,300,0.2,0.0433397889137268,0.0328008979558944
5,350,0.2,0.0367743521928787,0.0395471155643463
5,400,0.2,0.0161143839359283,0.0351955443620681
5,450,0.2,0.0327752977609634,0.0394400805234909
5,500,0.2,0.030629739165306,0.0377306193113327
5,50,0.3,0.02066570520401,0.0195330828428268
5,100,0.3,0.030823215842247,0.0445242822170257
5,150,0.3,0.0373478978872299,0.0406482815742492
5,200,0.3,0.0297785252332687,0.0373188257217407
5,250,0.3,0.0158542394638061,0.0457749366760253
5,300,0.3,0.0276741832494735,0.041130319237709
5,350,0.3,0.0376184582710266,0.0435383915901184
5,400,0.3,0.0375619828701019,0.0364972054958343
5,450,0.3,0.0309293121099472,0.03631392121315
5,500,0.3,0.0348212271928787,0.0381498336791992
5,50,0.4,0.0097816586494445,0.0111602246761322
5,100,0.4,0.0400557368993759,0.0245298445224761
5,150,0.4,0.0377456992864608,0.0409364104270935
5,200,0.4,0.050500750541687,0.0309684723615646
5,250,0.4,0.0329404324293136,0.0397813022136688
5,300,0.4,0.0551118701696395,0.0417234003543853
5,350,0.4,0.0304389297962188,0.047310397028923
5,400,0.4,0.0405799597501754,0.0370935350656509
5,450,0.4,0.0319562256336212,0.0317408889532089
5,500,0.4,0.0251158475875854,0.0373834818601608
5,50,0.5,0.0471782237291336,0.0038887113332748
5,100,0.5,0.0624622553586959,0.018655315041542
5,150,0.5,0.0233465731143951,0.0317057222127914
5,200,0.5,0.0392591953277587,0.0288302600383758
5,250,0.5,0.0334137976169586,0.0339301079511642
5,300,0.5,0.0361071527004241,0.0481440722942352
5,350,0.5,0.0444353967905044,0.0350125879049301
5,400,0.5,0.0298457294702529,0.0339522957801818
5,450,0.5,0.0298294574022293,0.0350832790136337
5,500,0.5,0.044272169470787,0.0302373468875885
5,50,0.6,0.0022285729646682,0.0034914910793304
5,100,0.6,0.0356432944536209,0.005606010556221
5,150,0.6,0.0369868129491806,0.0164881497621536
5,200,0.6,0.0512758642435073,0.0409508943557739
5,250,0.6,0.0343668907880783,0.0362522006034851
5,300,0.6,0.0633751153945922,0.0355598628520965
5,350,0.6,0.0343277305364608,0.0464953035116195
5,400,0.6,0.0290394127368927,0.0377635806798934
5,450,0.6,0.0395565330982208,0.0409403294324874
5,500,0.6,0.0401102900505065,0.035057708621025
5,50,0.7,0.0030935704708099,0.0024687200784683
5,100,0.7,0.0024608671665191,0.0049440264701843
5,150,0.7,0.0101554095745086,0.0062153935432434
5,200,0.7,0.0128347277641296,0.0042981505393981
5,250,0.7,0.0131411105394363,0.0146513581275939
5,300,0.7,0.0412451773881912,0.043296530842781
5,350,0.7,0.0500431656837463,0.0430291444063186
5,400,0.7,0.0384858101606369,0.0310464650392532
5,450,0.7,0.0250629186630249,0.0478450059890747
5,500,0.7,0.0466736853122711,0.0393963605165481
5,50,0.8,0.0034564584493637,0.0024712830781936
5,100,0.8,0.0022563338279724,0.0030125528573989
5,150,0.8,0.0027283430099487,0.0037029087543487
5,200,0.8,0.0042878538370132,0.0038663744926452
5,250,0.8,0.0040359050035476,0.0068680047988891
5,300,0.8,0.0314730554819107,0.0077293068170547
5,350,0.8,0.0045251995325088,0.0074179023504257
5,400,0.8,0.0379080325365066,0.0081520825624465
5,450,0.8,0.0212553292512893,0.0088990479707717
5,500,0.8,0.0540898144245147,0.0147989988327026
