Catalog,PME Code,SMILES,Viability Mask 1,Viability Mask 2,LPS Abs,LPS Abs Std,LPS Lum,LPS Lum Std,MPLA Abs,MPLA Abs Std,MPLA Lum,MPLA Lum Std,CpG Abs,CpG Abs Std,cGAMP Abs,cGAMP Abs Std,cGAMP Lum,cGAMP Lum Std,LMCpG Abs,LMCpG Abs Std,LMcGAMP Lum,LMcGAMP Lum Std
S3178,Primary,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,87.78245,89.109,1.535226464,0.289044768,0.8296847940000001,0.189713731,1.067437887,0.09006013,0.969351113,0.045863762,1.090689898,0.034102067,1.015821457,0.042965446,1.044238806,0.057282645,1.231118083,0.1758983190155259,0.9477582376666668,0.1174394678304941
S3181,Primary,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,76.78835,85.13699,1.015333652,0.212945566,0.7585662009999999,0.184601679,0.673989177,0.144198313,1.288394332,0.30724287,0.965796292,0.020640882,1.011341095,0.125352427,1.051703691,0.073062599,0.8850397069999999,0.1489575035156495,1.0328880746666669,0.2111982515932133
S3186,Primary,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,86.03815,89.7256,0.8788058759999999,0.175065786,0.865680635,0.165123269,0.904001951,0.034680791,0.926556587,0.0599055629999999,0.716363072,0.02062439,0.900057435,0.037217256,0.8301905390000001,0.0499450009999999,0.8330569663333334,0.1037242372110709,0.874142587,0.1054338237450128
S3189,Primary,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,73.44275,79.85904,1.005366087,0.196198955,0.939019024,0.176525459,1.027420521,0.036950883,1.039391756,0.060803939,1.041677475,0.036036275,0.933976769,0.036052819,1.053325057,0.052907351,1.024821361,0.1171295732845287,1.0105786123333331,0.1120380061451077
S3199,Primary,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1.CS(=O)(=O)O,84.80509,88.9481,1.261759281,0.2313628639999999,0.983833134,0.183904201,1.144218206,0.121208027,0.610729635,0.535804629,0.686153769,0.027817465,0.890934467,0.036515564,1.02617383,0.050608449,1.030710418666667,0.1516508841677064,0.8735788663333333,0.328363909259966
S3200,Primary,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,85.54845,88.97904,1.252561092,0.2470614019999999,0.33727172,0.451570511,1.012936831,0.090561375,1.043799877,0.0989605559999999,1.006439567,0.049770102,0.966094255,0.0515786929999999,1.032688737,0.0549915579999999,1.09064583,0.1546153960134485,0.804586778,0.2687831774869213
S3202,Primary,CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,77.86392,84.06044,1.043119073,0.209112749,1.096135497,0.2096339019999999,1.10635972,0.0670875829999999,1.095052481,0.051438708,1.055580616,0.150928408,0.91628921,0.040010393,0.84670043,0.062409375,1.0683531363333334,0.1538487026578746,1.0126294693333333,0.1297269486734161
S3204,Primary,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl,86.43002,89.8505,0.881725729,0.17202574,0.971528351,0.215263173,0.94992739,0.052338801,1.003039598,0.055732504,0.8563489320000001,0.024435887,0.911766648,0.03531215,0.975552619,0.074303195,0.8960006836666667,0.1047685033556395,0.9833735226666668,0.1353579334448064
S3208,Primary,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,78.93855,83.54021,0.919023454,0.169310987,0.968603134,0.1820689439999999,1.001480341,0.056500047,1.048896313,0.093507104,1.048360586,0.081895344,0.931701362,0.037058394,1.074848413,0.071846262,0.9896214603333332,0.1133803524995912,1.03078262,0.1252391901271516
S3212,Primary,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,87.50239,90.82523,1.320709109,0.244135708,0.938548982,0.171701208,1.816804886,0.415406018,0.931858778,0.043769103,1.85510087,0.310280204,0.980700672,0.049884383,1.572170019,0.157731816,1.664204955,0.3308767185854167,1.1475259263333333,0.1369627260543803
S3600,Primary,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)C2,86.96078,89.82053,1.305820346,0.248840123,1.023026943,0.187550291,0.746225715,0.036214497,1.124823809,0.054032482,0.576522291,0.0301499779999999,0.936026096,0.036008365,1.488654137,0.077412359,0.8761894506666666,0.1462211997637125,1.2121682963333331,0.12122608917667
S3603,Primary,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,94.29558,93.66053,1.451620936,0.315156013,1.021811724,0.185633421,1.099417448,0.032211706,0.981230259,0.0881413369999999,0.913445592,0.047190227,0.949869394,0.038013048,1.044407845,0.077319339,1.154827992,0.1849214464376681,1.0158166093333334,0.1267634837847079
S3612,Primary,O=C(/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,90.07533,90.5483,1.338603377,0.2515907289999999,0.972287834,0.177954912,1.377582431,0.17225574,0.918590069,0.047543254,0.7120102640000001,0.035355788,0.8621242640000001,0.036719501,0.528238416,0.142474428,1.142732024,0.1772192301706184,0.8063721063333332,0.1344461160214548
S3616,Primary,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,74.59763,79.19527,0.92206651,0.213894188,1.11746645,0.2114143369999999,1.051563501,0.062536523,1.09910512,0.051791947,1.0006453990000002,0.04884376,0.917073607,0.035279904,1.05916667,0.051450714,0.9914251366666668,0.1317159231832487,1.0919127466666667,0.1291324947928936
S3622,Primary,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1.N.N,85.81615,89.61422,0.959660947,0.184074938,0.653029978,0.177481279,1.030017853,0.054777093,0.95782429,0.048432257,0.880324662,0.087925412,0.965366304,0.038885504,0.930958152,0.049898539,0.9566678206666668,0.1219494304928675,0.8472708066666667,0.1100532478816874
S3633,Primary,N.S=C(S)N1CCCC1,76.90865,83.56642,1.791713595,0.3306669889999999,1.268212795,0.234151825,1.250678062,0.035833046,1.318959713,0.080132551,1.011507273,0.060634121,1.070177317,0.062735558,0.766969085,0.069702484,1.3512996433333333,0.1951932046540954,1.1180471976666666,0.1484438604954394
S3639,Primary,Nc1c2c(nc3ccccc13)CCCC2,90.61121,91.58709,1.301276088,0.245869607,0.975911796,0.178082883,1.007332802,0.051110107,0.976576447,0.098879576,0.32683906,0.013524878,0.978192091,0.084557824,0.530652165,0.0557989179999999,0.8784826500000001,0.1451975998525237,0.8277134693333332,0.1219346860925992
S3641,Primary,O=C(Nc1ccc(O)cc1)c1ccccc1O,70.82018,80.76622,1.1650213,0.224443316,0.835223913,0.154805496,1.238470554,0.035637662,1.019121408,0.117212839,1.93413496,0.13087514,0.8633609409999999,0.033265494,0.523070157,0.025034584,1.4458756046666668,0.1514079999206577,0.7924718259999999,0.1130343924274067
S3644,Primary,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,82.88713,87.90004,0.983470976,0.2247896639999999,1.1252548690000002,0.20656547,1.06797266,0.050949547,1.057079911,0.060989022,0.979570746,0.022810677,0.923334599,0.035893071,0.998424411,0.053283207,1.0103381273333334,0.1337243138773902,1.0602530636666667,0.1280989908222572
S3647,Primary,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1,87.10261,90.58286,1.037982225,0.211781293,0.969895422,0.181707561,1.028714895,0.045456816,1.046379089,0.112146884,1.00522244,0.039974105,0.942513108,0.038048662,1.009844184,0.095131159,1.0239731866666666,0.1271686115047796,1.0087062316666666,0.1349623388556494
S3648,Primary,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,80.97929,86.9006,0.921731055,0.1836490039999999,0.940009356,0.17884104,0.993655622,0.048525486,0.979205251,0.096408159,1.205272913,0.045120772,0.937962294,0.038576458,0.938059688,0.100759655,1.0402198633333333,0.1127202488872402,0.952424765,0.1309340276446754
S3652,Primary,O=C(O)CC[N+](=O)[O-],78.45293,81.89658,1.303063512,0.243514106,1.001041532,0.1905583139999999,0.708475709,0.161212623,1.167884588,0.266920388,1.107058764,0.0448574609999999,0.968369603,0.043849748,1.040498257,0.080518648,1.0395326616666667,0.1705880236543447,1.0698081256666667,0.1949719785339601
S3665,Primary,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,80.68263,86.64718,1.064537168,0.216085643,0.982159436,0.19842425,0.95757097,0.047926616,1.062327862,0.105255462,0.941983044,0.049646322,0.94439286,0.036694255,1.066071749,0.053889804,0.988030394,0.1309640191300172,1.0368530156666669,0.133360421720057
S3666,Primary,COc1ccnc(CS(=O)c2nc3ccc(-n4cccc4)cc3[nH]2)c1C,73.33833,82.43662,0.809109926,0.15173164,1.019641995,0.204512298,0.890637517,0.035131466,0.977425933,0.1014126319999999,0.974336326,0.076349646,0.922408819,0.035718545,0.938797235,0.10814032,0.8913612563333334,0.1001431956828555,0.978621721,0.1458356732445924
S3668,Primary,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,84.30124,89.04911,1.268465519,0.241313726,0.8748838309999999,0.212361529,0.967230499,0.053829424,0.987056136,0.09474992,1.095057011,0.070364729,1.120172977,0.171525866,1.037939072,0.055815004,1.110251009666667,0.1484150894523176,0.9666263463333332,0.1380703697524614
S3673,Primary,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,84.55582,87.32845,1.01338923,0.2120162839999999,0.99004811,0.1760460439999999,1.038584828,0.03831698,0.993504405,0.164476067,0.969921768,0.0367253389999999,0.983866513,0.058979854,1.094406843,0.0523278229999999,1.0072986086666669,0.1261848461083368,1.0259864526666669,0.1423408904517107
S3675,Primary,O=c1ccc2ccc(O)cc2o1,82.8433,88.28732,1.061264396,0.223624632,0.662554085,0.157456234,1.045164704,0.055618402,0.983673811,0.099334665,1.041924477,0.027746977,1.083646059,0.147885442,1.011250257,0.049410425,1.0494511923333334,0.1340040763196,0.885826051,0.1112073609596139
S3676,Primary,COC(=O)Nc1nc2ccccc2[nH]1,72.01321,81.36806,0.88153547,0.165876597,1.037090421,0.1891830119999999,1.02311945,0.084547043,1.061433077,0.127801836,0.972622275,0.02691623,0.974856734,0.038936354,1.135000229,0.106643625,0.9590923983333334,0.1086089796007634,1.0778412423333334,0.1454835432474565
S3680,Primary,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,82.58877,85.11226,1.37683332,0.260563552,0.917804062,0.198167905,1.033155918,0.06260138,1.086464405,0.1123598369999999,0.958764493,0.0248993429999999,0.98751992,0.038895868,0.997622609,0.067727767,1.122917910333333,0.1553836914335958,1.0006303586666667,0.1372130970006894
S3685,Primary,O=C(O)Cc1ccc(-c2ccccc2)cc1,88.39229,89.27263,0.989249527,0.186015442,0.940505505,0.188110709,1.041340113,0.045965787,1.007765293,0.070870034,1.013694525,0.031238411,0.937177896,0.03658691,0.985237241,0.085054196,1.0147613883333333,0.112086925432585,0.977836013,0.1260190684206828
S3687,Primary,NC(N)=O,75.15584,80.6894,0.8683441279999999,0.161441997,1.206355572,0.227176666,1.030707479,0.035160273,1.046303749,0.083484732,1.032335997,0.024905855,0.944590688,0.037538413,0.99082315,0.059445657,0.9771292013333333,0.0964711784352604,1.0811608236666668,0.1438896848146165
S3688,Primary,Nc1cc(O)nc(N)n1,84.8264,88.60495,0.917042077,0.191564873,0.921293974,0.218604445,0.975265622,0.047340814,1.045251608,0.096304446,1.022355795,0.021747764,0.971909881,0.037741836,1.027127862,0.117266342,0.971554498,0.1146170703933877,0.997891148,0.1536379343990126
S3690,Primary,C#CCN(C)Cc1ccccc1.Cl,83.7784,88.22313,0.89569217,0.169492185,1.202044725,0.214027733,0.987227619,0.069468312,1.020166516,0.137149677,0.980456471,0.022627756,0.945459902,0.036598835,1.000207663,0.105546668,0.9544587533333332,0.1065605657045155,1.0741396346666667,0.158910880181551
S3696,Primary,O=C(CBr)c1ccc(O)cc1,79.3875,79.38333,1.012499332,0.195714086,0.874501526,0.2840467989999999,0.895018578,0.047968961,0.6780474190000001,0.098009638,0.8378483059999999,0.0547725779999999,0.953336835,0.071291983,0.722558916,0.0777919659999999,0.915122072,0.1205612707008363,0.758369287,0.1792019932340621
S3697,Primary,Cl.NCc1ccc(S(N)(=O)=O)cc1,87.5069,81.45774,0.837570906,0.163561806,1.139460444,0.36804089,1.002048731,0.080509797,0.974225402,0.087090664,0.949277461,0.048740193,0.984349787,0.07352829,1.069436669,0.117349125,0.929632366,0.1089493738832247,1.0610408383333334,0.2286261122489574
S3699,Primary,CC(=O)/C(C)=N/O,88.69188,88.61519,0.7354162340000001,0.148144901,0.904190063,0.342693329,1.034834623,0.032356881,1.065413833,0.1008893469999999,0.976180971,0.05063431,1.015897036,0.084976599,1.060617447,0.1097656259999999,0.9154772760000002,0.0922997161236589,1.010073781,0.215766749624342
S3706,Primary,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1.Cl,71.45576,74.36755,1.3278565409999998,0.255888909,1.088355064,0.444195777,1.026064157,0.0314988339999999,0.980615139,0.087781943,0.733051479,0.043220729,0.90615201,0.067648545,0.7550881509999999,0.067569673,1.0289907256666666,0.1509297206294608,0.9413527846666666,0.2643111919252354
S3714,Primary,CS(=O)(=O)c1cccc(CC(NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,71.12066,77.85101,0.993719101,0.191148341,1.198432803,0.437779784,1.040350676,0.03260247,1.145672441,0.101665072,1.003563881,0.060308564,0.980961561,0.073781826,1.135068417,0.109469935,1.0125445526666663,0.1172429560199606,1.1597245536666667,0.2670646568484593
S3719,Primary,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,80.08153,80.12415,1.090197921,0.214400113,1.083640218,0.337980062,1.030653477,0.032080825,1.055928469,0.0931413919999999,1.052508116,0.08009965,1.011562586,0.086715534,1.066063643,0.081560247,1.0577865046666668,0.1334323070789278,1.0685441099999995,0.207812347326398
S3731,Primary,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,75.79845,76.35618,1.076319098,0.230628207,1.235670686,0.404593349,1.097701073,0.046857215,1.114617229,0.098750144,1.0308882,0.070439428,0.986104965,0.077885844,1.082825184,0.08089608,1.0683027903333333,0.1418293357978269,1.144371033,0.2449432211448352
S3758,Primary,COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O.Cl,76.86687,78.67651,0.876975834,0.230101004,1.148812771,0.3899476529999999,0.998977661,0.055858362,1.156441092,0.107518882,0.883577108,0.0463033359999999,0.993662894,0.076834455,1.166398406,0.0583484659999999,0.9198435343333332,0.1392965991112249,1.157217423,0.2359548159791696
S3761,Primary,CC12CCC(CC1)C(C)(C)O2,73.40267,77.50095,0.942234099,0.188233882,1.211340308,0.4065472479999999,1.007102966,0.031531207,1.161622763,0.102940664,0.9820261,0.058732871,0.990549326,0.074973002,1.147974253,0.083388805,0.977121055,0.115290591526469,1.1736457746666666,0.2468678040034533
S3777,Primary,C=CC1C2=CCOC(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O,72.33692,76.15002,1.088447332,0.217655897,1.248280406,0.418673456,1.100344658,0.034642395,1.167400599,0.130044892,0.966379225,0.049424365,0.988601804,0.0737517479999999,1.106079221,0.093534335,1.051723738333333,0.1304057167533487,1.1739200753333332,0.2588099743815706
S3784,Primary,CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,71.98009,76.51346,1.039457798,0.205986038,1.070145369,0.365147084,1.030047774,0.04184036,1.039759517,0.093270719,0.875441253,0.045565564,0.931527138,0.074432619,0.757214665,0.083757147,0.9816489416666666,0.1241733790559328,0.955706517,0.2228954012162503
S3785,Primary,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)CC12C,70.60376,76.7182,0.929726899,0.187601104,1.203228593,0.4217026229999999,0.957996488,0.0292553529999999,1.011858344,0.0989193019999999,1.01618278,0.06284067,0.95834291,0.074597202,0.923540413,0.046734683,0.9679687223333334,0.1154686100306375,1.0462091166666665,0.2515301579985706
S4018,Primary,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,90.18336,87.19146,1.246976495,0.239982873,0.946784914,0.331029564,1.050941467,0.06224383,1.027970552,0.091221817,1.099603176,0.079952992,0.987820327,0.077666357,0.927980423,0.087965406,1.132507046,0.1503978663813144,0.9675786296666667,0.2046459583374471
S4112,Primary,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O,85.9771,81.32846,0.893953502,0.184262231,0.985513151,0.4483626189999999,0.988595605,0.037406471,1.015357256,0.123907708,0.8740917440000001,0.064661823,0.968095481,0.07314422,1.087142229,0.087803409,0.9188802836666669,0.1147939679011264,1.029337545333333,0.273307883073512
S4113,Primary,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,86.31296,88.68061,0.7999337320000001,0.155961812,0.8698059920000001,0.289395392,0.997399569,0.0509882679999999,0.99394989,0.0994131569999999,0.8922802809999999,0.056975227,1.060585022,0.097919092,1.086239815,0.080359302,0.8965378606666666,0.1002830440431227,0.983331899,0.1826565868083852
S4116,Primary,CC(C)CC(N)=O,85.64432,84.50734,1.017530918,0.196080551,0.7655797,0.339512914,0.977997839,0.05582327,0.951001704,0.117508888,1.03340745,0.0785405409999999,1.008503914,0.081349,0.964854121,0.212419808,1.0096454023333334,0.1261380679183583,0.8938118416666666,0.2409699375181648
S4119,Primary,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O.O.O,81.58059,77.37768,1.384442925,0.3527952729999999,0.561740518,0.384374797,0.81351316,0.07712511,0.85573101,0.08647538,0.86693722,0.04597003,0.955476582,0.07145109,0.849284589,0.082339197,1.0216311016666666,0.2101793130494827,0.7555853723333333,0.2323802338679292
S4123,Primary,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,78.01921,78.10724,1.245723724,0.23962073,0.977045059,0.3451342579999999,0.997905016,0.031341963,1.01322341,0.098766156,0.8882408140000001,0.049262945,0.990384579,0.078187227,1.036792517,0.075893372,1.043956518,0.1423929429905139,1.0090203286666668,0.2118428769392992
S4124,Primary,Cl.c1ccc(CC2=NCCN2)cc1,83.05772,74.35513,1.011877418,0.19689694,1.07676971,0.3509497339999999,1.073750496,0.03359697,1.115617752,0.113774464,0.943251729,0.048472609,0.970262706,0.072990894,1.089799881,0.058998127,1.0096265476666666,0.1186686636505349,1.0940624476666667,0.2157090041720296
S4131,Primary,OCC(O)CN1CCN(c2ccccc2)CC1,77.46475,78.24512,0.917181194,0.1775093969999999,1.051133394,0.358272314,0.997306347,0.0309428889999999,1.126759171,0.101299338,0.96983391,0.057779513,0.988382101,0.075210318,1.060678244,0.1205317009999999,0.9614404836666668,0.1092482197040102,1.079523603,0.2259413624550303
S4139,Primary,CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl.Cl,79.11351,72.65918,1.146668434,0.221351281,0.949528635,0.309041858,0.8971284629999999,0.030428128,0.977445543,0.086271569,0.595122099,0.030646449,0.979041517,0.0733909829999999,0.942135215,0.0606228859999999,0.8796396653333334,0.1302068423832313,0.9563697976666666,0.1885247887509605
S4147,Primary,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O.O.O,86.75535,83.90311,1.4857848880000002,0.286469221,1.313843369,0.413056612,1.455916405,0.04648691,1.190099239,0.126322672,0.370894879,0.019312469,0.946642756,0.072392233,0.207148641,0.019859249,1.1041987240000002,0.1679271854510866,0.903697083,0.249644795625693
S4164,Primary,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,77.4569,74.01708,1.054504752,0.207311049,1.080705047,0.349835366,1.07948339,0.032987773,1.185147524,0.133985117,0.976543307,0.049988467,0.977985382,0.073429681,1.070276022,0.058083184,1.0368438163333331,0.1245858620095528,1.112042864333333,0.2188686448880815
S4176,Primary,NC(CO)(CO)CO,77.78791,81.42715,1.105929375,0.224689066,1.120393634,0.356069416,1.026603937,0.041295219,1.164151192,0.102626972,0.933187246,0.0508098379999999,0.995720208,0.0789189709999999,1.0881145,0.064899579,1.0219068526666668,0.1351198370950722,1.1242197753333334,0.2172016572579861
S4197,Primary,CCC1(C)CC(=O)NC(=O)C1,71.77134,75.46007,1.10916698,0.223120496,1.055502057,0.3623504039999999,1.070562005,0.035699166,1.150662184,0.115819693,0.8931043740000001,0.057996932,1.020368814,0.079644904,1.1414728159999998,0.069451779,1.0242777863333332,0.1346858447273929,1.115879019,0.2232603608434498
S4198,Primary,Nc1nccs1,73.45177,75.96393,1.183632016,0.228662133,1.058099151,0.324577481,1.078234434,0.034721166,1.11122179,0.113957584,0.997356534,0.053397875,0.979877949,0.073849045,1.101712465,0.093234129,1.0864076613333336,0.1370441090683639,1.0903444686666666,0.2057745327081812
S4628,Primary,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,72.94771,78.21671,1.155973434,0.214706913,1.375071168,0.326324672,0.92742914,0.033243146,1.001807094,0.082578748,0.919150114,0.03322231,1.011346817,0.1216761169999999,0.867099464,0.091719843,1.000850896,0.1268961348606318,1.081325908666667,0.2014278785546659
S4647,Primary,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1.CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1.Cl,72.58768,77.92484,0.999457419,0.193245545,1.356518149,0.3165827989999999,1.0649786,0.0623797659999999,1.034154177,0.069601558,0.965943217,0.037511572,0.958043098,0.115678906,0.98337096,0.086230084,1.010126412,0.1192227521665124,1.1246810953333333,0.193653189047972
S4656,Primary,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,70.84564,74.34318,1.086706161,0.241909459,1.356195092,0.305959672,1.06148243,0.05152864,1.166918278,0.072338633,0.952105641,0.026229644,0.999028563,0.120269075,1.145683527,0.040582724,1.0334314106666669,0.1436005818445605,1.222932299,0.1830219988616272
S4669,Primary,CCOC(=O)c1ccc(N)cc1.Cl,72.14147,79.35929,1.214850664,0.2291926289999999,1.15174818,0.272952765,1.121717215,0.042117212,1.0127592090000002,0.060950097,0.913847804,0.026249895,0.952877641,0.1148936669999999,0.941797614,0.036293503,1.0834718943333337,0.1353910111763893,1.035435001,0.1628243886374372
S4686,Primary,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,74.22797,82.17937,1.02582705,0.189563751,1.477137685,0.330116749,1.084661722,0.046332859,1.0335145,0.080689713,0.942099214,0.039820701,0.992101431,0.119676903,1.050398111,0.064499661,1.017529328666667,0.1149881700356393,1.1870167653333332,0.1997065380531028
S4710,Primary,NC(=O)c1ccccn1,75.48828,80.74976,1.070529222,0.2144480939999999,1.454658985,0.367782027,1.082930923,0.0586012859999999,1.019181252,0.061549615,0.941741824,0.03191724,0.973962307,0.11768581,1.012577176,0.038056735,1.0317339896666666,0.1296672741420699,1.1621391376666663,0.2164103275183027
S4719,Primary,O=C(O)c1cc(O)c2ccccc2n1,72.13034,82.39941,0.956312001,0.1851013,1.296236873,0.304530263,1.09968853,0.048975252,1.065141559,0.09362106,1.003835797,0.031597666,0.97308147,0.117067635,0.998056948,0.0329610179999999,1.0199454426666668,0.1120408840063915,1.1198117933333334,0.1849234189837954
S4737,Primary,O=c1ccc2cc3ccoc3cc2o1,72.19323,77.45602,1.05348742,0.197725475,1.001802802,0.230287611,1.144962788,0.042538118,1.066816926,0.114245847,0.985601068,0.032009784,0.966633379,0.116913684,0.975024283,0.0459755659999999,1.0613504253333332,0.1182222218517373,1.0145480036666663,0.1507738372594917
S4832,Primary,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,71.8821,81.06281,0.947825253,0.238692403,1.150363564,0.3120089769999999,1.071333885,0.060779538,1.036130428,0.100573383,0.986650646,0.028660124,0.975928426,0.117537796,1.008888364,0.036388192,1.0019365946666667,0.1431661251799265,1.0651274519999998,0.1904282083565702
S4836,Primary,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,72.44489,79.97308,0.915679038,0.186954081,1.5341410640000002,0.373700023,1.053132892,0.027819633,1.085698485,0.066228673,1.051371574,0.04363285,1.035377145,0.127096251,1.017983794,0.04196763,1.0067278346666668,0.1119964076535965,1.212607781,0.2204534919095623
S4838,Primary,COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC.Cl.O.O.O,70.40639,75.89796,1.427519798,0.274021,0.665472388,0.220227703,1.01710999,0.027599242,1.025311232,0.081143662,0.952486932,0.030373426,1.016033053,0.1227243319999999,0.967023253,0.0939405109999999,1.1323722400000005,0.1599705927214458,0.8859356243333334,0.1459558776461429
S4907,Primary,NC(=O)c1sc(-c2ccsc2)cc1N,80.48615,86.35291,1.048741937,0.153280914,0.542174637,0.177519813,0.919938445,0.02923777,1.135597944,0.115053914,0.564396083,0.0209533519999999,1.041501045,0.125533223,0.8161402940000001,0.084115818,0.8443588216666668,0.0909009144642014,0.8313042916666666,0.1314358626505509
S4956,Primary,Cl.N=C(N)c1ccccc1,72.97243,80.59863,1.017428994,0.190296113,1.534909844,0.353207916,1.095245481,0.041905433,1.107206345,0.095484175,0.953576684,0.027797738,0.985751987,0.118840098,1.024393916,0.04894793,1.0220837196666668,0.1136388873812465,1.2221700350000002,0.2131266911579265
S4988,Primary,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.O=C(O)/C=C/C(=O)O,72.45895,79.47607,1.3686245680000002,0.253951728,0.80253917,0.282022506,1.125544786,0.047853168,0.996331573,0.064803161,0.711611271,0.029104561,0.964237392,0.118960291,0.34721601,0.015990365,1.0685935416666668,0.150142689146941,0.7153622510000001,0.1673238729121313
S4991,Primary,CCCC(CCC)C(N)=O,75.56852,78.70274,1.107703567,0.2166515739999999,1.332906127,0.304318249,1.1842900509999998,0.04046943,1.040193319,0.074845001,1.000191092,0.068904653,0.992982209,0.1194819209999999,0.954470158,0.047023453,1.0973949033333332,0.1333210792113694,1.109189868,0.1829595364929626
S4992,Primary,CC1CCCC(C)N1,70.48923,75.46158,0.971408188,0.212948218,1.281707764,0.296324074,1.115828276,0.078268684,1.104318619,0.086660273,0.981007099,0.033038475,0.98671037,0.118954547,1.023529768,0.03369594,1.0227478543333337,0.1323687668029395,1.136518717,0.1793073489113739
