property_CpG_Abs,property_LPS_Abs,property_LPS_Lum,property_MPLA_Abs,property_MPLA_Lum,property_cGAMP_Abs,property_cGAMP_Lum
0.26511044883843315,0.21149494868459429,0.4125209435264089,0.2696473239877557,0.6361582407138329,0.22824184717573565,0.06635405840267102
0.34994559390953184,0.5473672061515761,0.536248789937582,0.13957569232152037,0.290431564414593,0.17104182578564892,0.3279956027527956
0.22030499323424035,0.22644811245191224,0.33543145826748216,0.27437345375018013,0.2924379256076049,0.2552885333132637,0.07543395799898783
0.13852375378289364,0.6222399826115684,0.48479041581525173,0.1948295280912398,0.4275662255408401,0.13584642870022173,0.46027497829525127
0.1197087364413542,0.2927975662487656,0.5246733849780894,0.2408578230507978,1.0295860929486633,0.6314823897123418,0.09664786686332605
0.8337957325167549,0.3516944041527456,0.39989404748666435,0.4288441259961508,0.4865229051393329,0.7016678542151925,0.06382564555608014
0.2270679918588358,0.7032142021021948,0.4681730137724715,0.31921126589159343,0.18374108257203103,0.16246010697838753,0.44210859394415736
0.27619545233701964,0.24307918145612392,0.23755776693831918,0.20003122088657344,0.5354708714243638,0.9431185221152781,0.3827163389847017
0.6653875080173075,0.20321844504211034,0.3154730376200352,0.31167074899972835,0.35362833324466064,0.3645525072728702,0.08096708781402384
0.25543608129556544,0.2896941446165466,0.19560596183595846,0.3918458169675828,0.37464326524802427,0.6700446256349204,0.10766402439974054
0.2529783459022163,0.28691297670639615,0.3663939645903913,0.13203280232688389,0.7777358125938728,1.6957152441058427,0.17595830975328008
0.28479830332213446,0.3460698734537388,0.13574351346833818,0.3437508507010623,0.3597557864253332,0.7854432810805735,0.08997788353462595
0.4647801296013048,0.4391716050857142,0.31827880804822534,0.42050521992949447,0.6343958757559965,0.2294787542784155,0.05314503725738533
0.061984617153750796,0.7170683783832872,0.5023994610774584,0.1601685777590432,0.1682550931871099,0.24825818112796336,0.10553879278937905
0.22715175136117302,0.19383593426506487,0.14811508410308005,0.1429751076897999,0.2689551035629367,0.983432032598999,0.14276544639995287
0.21553447153797345,0.48673436367178735,0.42575496784685646,0.4283172615026415,0.6549759821495219,0.6844414593413939,0.07691202803564257
0.27069699802306607,0.2913257120018436,0.12975819734583946,0.23934713284219306,0.5155062345864319,0.9089671210653623,0.10052470069320268
0.2942824600594786,0.5350235869103908,0.1722371331490393,1.5230472940430253,2.781380331372539,0.7361983929281143,0.18436967905128487
0.10817955268463211,0.896097887669784,0.37389204510271984,0.20953896340203218,0.26386861156690655,0.2017413757172485,0.3744584597330342
0.6821384332193403,0.3223640350445963,0.4449957326000046,0.3384054223849797,0.6514722618598449,0.35838499826481207,0.07726517774950536
0.30418996757035704,0.26940383970236664,0.5506266966996214,0.4303676762003249,0.46712593956883275,0.8673632775098276,0.0910441723658061
0.2937262661605402,0.5766165069194572,1.9236731968313876,0.21797688955994834,0.4510049011761596,0.23305173831284587,0.9768531911415502
0.18485770434978938,0.31114483704379087,0.28893259461586457,0.26855649522254144,0.3292985136643672,0.46040579011451577,0.09048467061715311
0.40656998597082794,0.30099801953884986,0.23736597808264182,0.28050864499538225,0.45953449320219597,0.9547556243876673,0.108726070291919
0.378512680615722,1.2788965739190283,0.5849741323397842,0.3527148718875636,0.42153748785311557,0.5388109553979632,0.13601636269793846
0.17125313561136438,0.6078914326124434,0.29933166310277687,0.17327641742911082,0.11997665537803884,0.5990422322418792,0.5161285609162529
0.22041483832343942,0.37123876200525097,0.268526970218612,0.1673734034408028,0.5969619069929126,0.8553478601205237,0.2990696906442755
0.18553306328332175,0.6897286736448236,0.8242602012993273,0.14601609827014708,0.2789730521282072,0.18455028253240047,0.4447739618283701
0.19786320732061352,0.8921193044119811,0.4045058797520282,0.1677691821731392,0.18560053399258983,0.13662154001219767,0.4044839007028727
0.14691189167723429,0.9661909066613493,0.9534323202403436,0.25311020806986934,0.3143605686748663,0.3584545829109098,0.10208889963381039
0.10891583410938796,0.6307629753471738,0.3899890588710967,0.3787839231854282,0.1754281182784962,0.7677258054353292,0.09461262895784836
0.38699203150828826,0.889089893793369,0.6111341207663851,0.2721880212199484,0.32244668548203564,0.48901346719430555,0.09520714665853404
0.134820428249073,0.6089079909194024,0.413353637136636,0.5110278637435693,0.2161866283058621,0.7482982962139407,0.08943929033087018
0.14112202869960136,0.4916935527217428,0.26950717839893584,0.22899912066814312,0.18772961959635126,0.6979468385439463,0.2929547919262227
0.22025379933351064,0.2832682223662366,0.29174711348172616,0.21307523460435884,0.7000638119681367,0.6846292565858497,0.20843740575043235
0.4990181662635918,0.41622076843734657,0.28742019558681703,0.2659262710641617,0.383300991712316,0.16929223546871638,0.25593782425301026
0.26073749481658354,0.22735415663172256,0.435078192347131,0.46853690067125087,0.9094147935755036,0.3076485825673225,0.05406931153138873
0.3813449690902496,0.44054659016113906,0.38567056700418106,0.1800853915933528,0.21592286790159237,0.18064549335102337,0.34133779384849416
0.4513701653970632,0.5879290578601106,0.45235137462786146,0.3477778087938922,0.522501079224856,0.2261480876543067,0.13047999322528075
0.09737480284207253,0.6070478656051757,0.3701965262386848,0.41455078961054687,0.17648481769396,0.7482808587693719,0.13366319631677434
0.0676346907919392,0.6846312324397463,0.5289580137642137,0.15441662369272086,0.2697839548892067,0.1842253723072245,0.12243905914218542
0.1772189714324662,0.2274341571865466,0.21976756498858752,0.40465063969679976,0.6629233794690363,0.19510215940252643,0.06717763208212799
0.22431412978823437,0.33740437908086846,0.17756531266568062,0.496946059743576,0.31528800580470595,0.6879814644231562,0.10227249948783194
0.1807457256662765,0.45380074942369475,0.17974636452203088,0.15749415774080597,0.19020783721816786,0.14803606395001082,0.43349338245083835
0.28221000587170136,0.23519955135673026,0.28382645203546764,0.311446742530365,0.5102579001172027,0.2759733670456104,0.07048158050022052
0.6778558043015785,0.3043747155131188,0.31754063993763093,0.35058442071983237,0.5052686366783925,0.36639563037604245,0.07201571035089552
0.12443964963105916,0.5997820098406529,0.18485871962253025,0.1638367449096035,0.1988267035389532,0.2833869371649785,0.38210386408847447
0.23222619184783133,0.3842666594253056,0.37454657854766227,0.4267790005655934,0.6626352435269223,1.9800956394942302,0.0730214096755923
0.214168873702379,0.7700867303990174,1.0636883396514314,0.1598184557106332,0.37433181285922235,0.19587998537048637,0.6784156257084422
0.1433555289460762,0.49196849836212325,0.47066473956259236,0.9746407030247336,1.243622606867984,0.7956921709638852,0.1993325253144666
0.1581396565828014,0.293097182773036,0.6179262925115787,0.3843441859178527,0.976415225105524,0.6475820704539542,0.09290316881994332
0.1796545865581814,0.39609056435849227,0.613427641120068,0.44681046343184316,0.9960054942205219,0.7647565458953829,0.1035120881117552
0.3812295745880439,0.9676201605637729,0.4866350787411709,0.2578000489402784,0.2724862953787082,0.45151749689079157,0.12836951987114695
0.21888287352137156,0.5850158850726794,0.1622980721746522,0.47109182282566014,0.42781348572378114,0.6704124725035309,0.10942178275118297
0.22785174306638362,0.27452511303685995,0.2847861060000781,0.4258132480795719,0.5516591100324897,0.8585480083687448,0.07059668634333166
0.20393496986473228,0.2495407536658058,0.19876556680621668,0.5832877525340894,0.7703731599929549,0.21014582377807625,0.12012138960736347
0.2952909551289253,0.3399376681603137,0.15600446193723067,0.22895035587241264,0.3576909886281115,0.6946215910782134,0.23220710290039312
0.11520087897578471,0.48655032688968514,0.15172012399857635,0.3727026671071406,0.2500546727804043,0.7084849635695947,0.07762742490056207
0.09664032277207502,0.590500065713968,0.4684334197686465,0.3526873332415527,0.20370627677437889,0.750741217256707,0.09381696697630156
0.22049531103087233,0.24213730790098917,0.31556763204778304,0.20850564926079634,0.7647805444590047,3.0590558518434645,0.14657700266464038
0.538192959974658,0.3128448789785266,0.4727694768069087,0.40836614497444385,1.1095099156393706,0.22731335555566048,0.1584162639790615
0.2693954635216814,0.2526649030244732,0.14407242209577714,0.09724214414421939,0.28974779091046204,0.9023221202023776,0.20949123789224786
0.7672051697634854,0.3019796710741051,0.2877192820515535,0.3478554223718394,0.3469687408675086,0.23151106200588567,0.05565582582462662
0.21977546677901982,0.37462307600183076,0.3909763022656945,0.15178010831153932,0.8378711366746818,1.1339079777351435,0.1318450241650592
0.08033231132558849,0.6847942014422208,0.5593145031693306,0.13068682281635402,0.23063130561691617,0.17825711745255735,0.17389999285579036
0.11918895682000892,0.30230377879835124,0.5465129068475213,0.37191441755562354,0.8636204449276316,1.0816142971361749,0.09602627795977454
0.33297409869610284,0.4349627126508115,0.3691500729629635,0.2459136418014462,0.21434250782615638,0.15931213214391046,0.3241624640353825
0.12906378631720322,0.48793364891919283,0.1450111495014732,0.22906307120541672,0.17465523345128942,0.7134826038105018,0.15110138314123273
0.14679830909485783,0.6206029190460224,0.5399184904860761,0.19048862186335902,0.25805637777504314,0.1354655675688734,0.33404281732644403
0.11253272307135731,0.8987713453429125,0.9560023595994365,0.18508357990404864,0.2667279760854787,0.209083066550884,0.42584094843975384
0.17043400973024725,0.5347565615480797,0.2052469155321138,0.17820302321231446,0.19356293391023263,0.14749997406430454,0.48318919053019227
0.34419785115541507,0.18032660411313972,0.5270726824053136,0.1047314424765535,0.7250576442429584,1.0664511163721617,0.12044800749081726
0.19630072596308865,0.373008659592873,0.19948758642787978,0.19812643523193316,0.5086279293328079,0.7849590451039262,0.09273715383526349
0.27139719609668655,0.8998855252772541,0.6020213964990446,0.44724767748856403,0.30735040876144387,0.18502796641287547,0.5678489113150009
0.2349325632677975,0.2744251084333697,0.20330279404181342,0.42912153092508276,0.34174104914554615,1.069457738048741,0.09309000810084189
0.23091549514117343,0.19877841351387399,0.26450939168982684,0.3917974173170836,0.41247084201148115,0.7140881845254374,0.13452357060963294
0.14926724071617103,0.3824835509566341,0.21508842462832362,0.401957758821125,0.29158118060991617,0.3721741193973633,0.10627695067859032
0.0977058734662028,0.6068918130992605,0.40786933033290645,0.38010667025037626,0.17509828787903353,0.7510249753794087,0.1176584928635706
0.1189824619721103,0.6330394956238485,0.2349055508145677,0.24253780588568222,0.13236254539526593,0.7053029030988804,0.12831569447034788
0.1150640234211188,0.47556134070646777,0.21108146836900243,0.1448220691254756,0.2502270693915551,0.16726846824924163,0.36867909745215866
0.21982798516961213,0.2862885556521141,0.307250442597327,0.5584567792058215,0.21414711273548864,0.3516869576879128,0.14537490565825548
