logp,logmr,qed,logsas
0.5037173038427974,0.18353647770217832,-0.8203225870322878,-0.7307617430454233
0.9245350419967538,0.2249051952138231,0.4521517143406169,-0.04688294709971608
1.0194149876660539,0.7520801130733268,-0.8439238639978265,-0.2097088355022946
2.3087224083805378,0.8056434301321233,-1.5755939388742328,-0.4516758273742125
-1.6652681741047402,-3.2246731394356023,-0.8818121186204283,0.15731325006603394
-0.29732607490084534,0.34085864812337907,0.8086873433699419,1.3199892730133014
-0.7736221379376056,0.17879700173057234,0.8907932145978926,-0.25471349644238106
-0.040425400334346426,-0.19484813496733647,-0.25608191412346154,-1.079945809583012
-0.7767826957547039,0.4005023697277814,-1.3108604004182705,0.6434593280503824
0.12508247735438413,0.04157914336825881,0.619745803134424,-0.41928230664950555
0.2255987511308432,-0.8451978498268232,0.44906541812900913,-0.9938908660417851
1.2123881127853715,0.1509119161886848,0.7625976950171478,-0.2689788723274892
0.7673605017524393,-0.3708121663829865,-0.9268895427086286,-1.0998182351869759
0.41669661194534896,-0.3848323812998973,1.5616299448841682,0.2814048542805342
0.18328941715261682,1.0292841233983872,-0.8375382527349553,-0.34256038630890073
-0.2880972460749173,0.5531229049522202,0.7904922824631282,-0.2954386977681191
0.5242609296539388,0.24042528268091543,0.8487161114465336,-0.2769383403064741
2.260207845888073,1.5707013973442823,-1.7346811990376034,-0.1779313682870198
-0.41558361322395143,1.0888964546289643,-0.31663181756325004,0.2641622972407828
0.7739449972047286,0.1649406089895661,0.3882091358437937,-1.2827239461010982
0.37350232177833387,-1.5671678145055967,0.7438443867578375,1.3023841425746978
-0.28731764181336633,-0.06953058662014122,0.8610592027022381,1.859313055310896
1.0599333388812577,0.4009608253091637,-0.46087997789207596,-0.7073486567928061
-0.14282747360834167,0.8139321914644727,-1.9112909632720325,0.8074700404833489
-0.7526676396102417,-0.18620649772421924,1.61882904745327,1.2364456776688295
-5.706726130792355,1.9539370967613066,-2.5491100136310703,3.0161354494941115
1.8947314751115125,0.5233377064646533,-1.6330157398181644,-0.585268721750923
0.37231184500056114,1.8382106266948979,-2.3064977913466476,1.829655878160707
1.7487663799251763,1.4963461244207295,-1.8734409103413108,0.5357086611002448
-0.2811545540700237,0.13545022984724642,1.3421325746899824,2.1057836092228692
-1.4914901701279355,0.4203466610107461,-1.460322624360744,1.4588610910096682
1.121922412867286,1.271066000373849,-1.1838723100515354,0.4026408071929428
-0.7386452980950472,-0.8223771250645927,0.13370181973706546,-0.6386991667470445
