train_mse,validation_mse,validation_r2
0.15364831686019897,0.2515060305595398,0.7442674209726304
0.12879839539527893,0.1011689081788063,0.9008397717397346
0.08690599352121353,0.07985999435186386,0.9221423201885668
0.04853692278265953,0.08913391828536987,0.9086109368220893
0.029878808185458183,0.06722971796989441,0.9358162553849495
0.1038379818201065,0.06503146141767502,0.9386012040222056
0.10410013794898987,0.058819931000471115,0.9475010640439314
0.053328514099121094,0.06391438841819763,0.9354152281977554
0.048054251819849014,0.047785770148038864,0.9494892763284601
0.032634634524583817,0.046749502420425415,0.9534380029367393
0.06866735219955444,0.04791531339287758,0.9537748581763164
0.06182350590825081,0.04876403883099556,0.9574082857592836
0.027663925662636757,0.04215797409415245,0.9597553492146571
0.1891920119524002,0.04563721641898155,0.9520289456433214
0.04212601110339165,0.03524263575673103,0.9636783769945764
0.05012085661292076,0.041909731924533844,0.9589409711210153
0.02812390960752964,0.04232143610715866,0.9538474755411237
0.028460180386900902,0.043261103332042694,0.9579734539792781
0.02146683633327484,0.03780985251069069,0.9619145169440727
0.028399785980582237,0.03655476123094559,0.9629589156420073
0.03045954741537571,0.04207167774438858,0.9554277672480141
0.046094875782728195,0.04139323532581329,0.9557137954598514
0.04159687086939812,0.03910931199789047,0.9587402628957507
0.02410915307700634,0.035187430679798126,0.9679980805774773
0.041764482855796814,0.03642788901925087,0.9639719825897982
0.023694340139627457,0.034753765910863876,0.9655787146897434
0.0271112360060215,0.03276655822992325,0.9665010554074629
0.05939141660928726,0.03768106549978256,0.9608261170186331
0.017064619809389114,0.035627588629722595,0.9629291560210648
0.06579168140888214,0.030797483399510384,0.9674219588081052
0.028643351048231125,0.03703437000513077,0.9640117354296377
0.02717473916709423,0.03787528723478317,0.9620657907322608
0.030657755210995674,0.031937286257743835,0.9683711377699367
0.08463495224714279,0.03220794349908829,0.967388974188876
0.04374213144183159,0.030590781942009926,0.9702093341559195
0.016025880351662636,0.031533390283584595,0.967514458220087
0.025923512876033783,0.03259489685297012,0.9677691827125151
0.03224653750658035,0.028612734749913216,0.9682893509081363
0.059857554733753204,0.02857336401939392,0.973127865533372
0.06402573734521866,0.030240152031183243,0.9693144141447456
0.039302196353673935,0.03207819163799286,0.9699004714158452
0.014306738041341305,0.03004642017185688,0.9698128257223888
0.027380986139178276,0.03152027353644371,0.9667801289895369
0.041556961834430695,0.032674212008714676,0.9656873878648725
0.017803655937314034,0.03208650276064873,0.9711458867481518
0.033711027354002,0.03200352191925049,0.969175038121677
0.022456156089901924,0.026459770277142525,0.9724336662073412
0.04175882041454315,0.0316961295902729,0.9686269171486928
0.04444098472595215,0.02879982627928257,0.9725217073399623
0.019551558420062065,0.03341006860136986,0.9695439910877819
0.02573094516992569,0.032694920897483826,0.9697933473736737
0.024230830371379852,0.032251860946416855,0.9670842974805752
0.04150203615427017,0.031392887234687805,0.9660254895479785
0.027947744354605675,0.03211014345288277,0.966264644553408
0.043623581528663635,0.02726256102323532,0.9726194561500313
0.04367229342460632,0.028167670592665672,0.9703406220829237
0.023475971072912216,0.0289774052798748,0.970781917851531
0.0315672867000103,0.034479737281799316,0.9676277001046281
0.018184026703238487,0.036726873368024826,0.9645336732479006
0.031680312007665634,0.03397703170776367,0.9682923637768996
0.026980839669704437,0.027694499120116234,0.9706578727581052
0.018974801525473595,0.02612651325762272,0.972410687212577
0.02445754036307335,0.032909564673900604,0.9674746884859312
0.012537205591797829,0.026457931846380234,0.9745516172226378
