SMILES,property_LPS_Abs,property_LPS_Lum,property_MPLA_Abs,property_MPLA_Lum,property_CpG_Abs,property_cGAMP_Abs,property_cGAMP_Lum
Cc1ccc(CSCCNC(=O)CN(c2cccc(C)c2)S(C)(=O)=O)cc1,-0.11587422876379888,0.9459210672749031,-0.18814715435447824,0.18610965709588795,0.10699066330021222,-0.10348443379274427,0.40931941317931436
Cc1ccccc1C(=O)Nc1nc(C(C)(C)C)cs1,-0.15336440593290204,0.5076043254109048,0.3643516746039299,0.7458179256403262,-1.5923631184578657,0.2250547245989154,-0.0997791941928908
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,3.2332678648245623,-0.6821770042389256,1.821352977795106,-0.5406777191935116,0.5021450322590345,0.886501565975112,-0.7710201126170152
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,1.9704699508710914,-0.6470457894909616,3.746009347464396,0.034030018838321754,2.7201117836499558,0.983572523850901,-0.4023298398291399
CN1C2CCC1CC(OC(=O)[C@H](CO)c1ccccc1)C2,-0.2892349670938185,-0.17457065359692936,-0.2163411964813487,-0.7994261057376193,0.3792218247276463,-0.4930005703312262,0.3213173849328498
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,-0.9073362460669059,0.35356796355953757,-1.1242341601192056,0.45170918143886907,-1.0068620226730962,0.34694558133820086,0.08450265658714892
CCOP(C)(=O)C(c1ccccc1)N(C)S(C)(=O)=O,0.016543799996007094,1.343163068513295,0.001986132354604716,0.3877742063347908,0.2887683688075107,-0.32340260810225135,0.47305474351435417
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0.7374290164914474,0.45399403042830555,0.440290276435089,0.6599768560636287,1.489242617388362,-1.1200943718029939,-0.25214404084075137
COc1ccc(C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)c(OC)c1,-3.9837256479166547,-2.6682600733816173,-3.3872831558987873,-6.782679699331166,1.0116584465720528,-3.1188159413228136,-3.6822990151244093
O=C(NC(=S)Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccc(Cl)cc1,0.306077117094539,-0.0033520158357969276,-0.37339674599365574,-0.3019238039548425,0.12765882789927985,-0.28558486002104816,0.287311376236618
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,0.28065359931634826,-0.5854442743745685,-0.2244382548199532,-0.09901228667043807,0.017512209609783065,0.4130582416047831,0.517126327233421
Cc1ccc(CSc2nc3sc4c(c3c(=O)n2-c2ccccc2)CC(C)(C)OC4)c(C)c1,0.07493330508164049,0.8784722379033693,-0.5692298808919768,0.03624054208319331,0.20283462846295044,-0.08080604379528743,0.5064246180184815
Cl.Clc1ccc2nsnc2c1NC1=NCCN1,-0.41481980912514105,0.05701423845788472,-0.7163968173026944,-1.2697213171609067,0.1013683789209503,0.5389965952282151,0.29967549775202634
CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl,-0.27100613031201287,-0.16788484107338103,-0.20170513460464298,-0.9026812576832577,0.3854877461110584,0.439174015506706,0.3834784895718786
Cc1cc(C)n(CCC(=O)N2CCc3nc4ccc(F)cn4c(=O)c3C2)n1,-0.37764424976332095,0.585245634017004,-0.08983139383862704,0.3514083525143115,0.2970771733829477,-0.02386547722278825,0.4695136535112705
Cc1ccc(NS(=O)(=O)c2cc3c4c(cccc4c2)C(=O)NC3=O)cc1C,-3.695421993803447,-0.35510422329285574,-0.7481252573850667,-0.9723822182436476,-1.5039042489023842,-2.151836844817419,-0.8722543707941252
CCCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cccc(C(F)(F)F)c1,-0.11549548690157412,1.1651688146505679,-0.42541940244083026,0.1808447191533907,0.19494441966396966,-0.3792292847277096,0.4009905128984779
Cn1cc(-c2cc(CNC(=O)c3cncc(Br)c3)ccn2)cn1,0.05486505677685341,0.1839878935196573,0.47968175586975126,0.6007991246271853,0.013557274330121506,0.2538811089548002,0.1349810896407402
Cc1cc(OCC(=O)NNC(=O)COc2ccc(Br)cc2Br)cc(C)c1Cl,-0.7088951561137912,-0.11970971352826251,-0.21128838198618055,-0.34809490874519183,0.13577489553559519,-0.08174248180162191,0.18735225697645122
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl,-3.953488619563456,-3.4599009755709975,-2.2898673798701776,-4.088716502908318,0.4678850982238733,-1.2851009460988694,-4.340572959144008
CC(C)(Oc1ccc(CCNC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc1)C(=O)O,-0.02241090454027257,0.8499973224855893,-0.2531054733014507,-0.019385915781745363,0.48722127863111764,-0.2806516392235143,0.2934018943242895
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,0.4911199683071068,-0.400083974841336,-0.8917991395300532,-1.7959415229244764,0.4423351857040267,1.036325870418516,0.6249029703779363
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,0.4744485228659641,-1.0727537384395605,2.3554026877688155,-1.5277677969301724,-3.891839967659257,3.0934449905034156,-1.3861275924649827
Brc1ccc(C2CN3CCSC3=N2)cc1.O=C(O)C(=O)O,1.311752638609618,-0.9750136909380247,-0.0842404672709568,-0.16969601284056277,-0.08587389554394306,0.5582485102719517,0.47768808320767786
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-0.003197606623183382,-0.14544500696772128,-0.09094421437270135,-0.7425101336945221,0.06013450690926945,-0.9291718999848239,0.0973135466737795
O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,-0.43351986928011244,0.7513196304609052,-0.6249255652038851,0.55588891424057,0.4714696465388844,-0.6863444631683073,-0.5482314959615302
CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.37991384066275385,0.056935131184635224,0.19683974682430935,-0.2046374519786725,0.3579499745085875,-0.2858838923779345,0.03871168877541322
COc1ccc(Oc2coc3cc(OC(=O)c4ccc(Cl)c([N+](=O)[O-])c4)ccc3c2=O)cc1,-0.21437942955882786,0.631446731126133,0.20718450156021767,0.9402958847717087,-0.308019731373109,0.16728747357823653,0.18101533989554638
Cl.Cl.OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-0.017481783814218978,0.2589981798918738,0.028863162577757142,0.38454975016494913,0.28489334694497354,0.22256770964938377,0.32951118720356026
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,-0.264712732347604,0.7060459036496992,0.6232993891202192,0.8789590729603055,1.0976130360533738,1.9132538258375837,0.5958256849375682
COc1cccc(N2CC(C(=O)NC3CCN(c4nccn5c(C)nnc45)CC3)CC2=O)c1,0.08682694883306445,0.3628525656031571,-0.3521010546951771,-0.008371256931852708,0.3184924188435003,-0.06378198160649355,0.34783413608202673
CCc1c(C)nc(-n2nc(C)cc2NC(=O)CSCc2ccccc2)[nH]c1=O,-2.0049359217032814,0.4795712426382352,-0.6975480425169426,-0.04777943425233725,-0.04473875566840465,-0.026138372454743555,0.3585346148005045
CCN(C=Nc1sc2c(c1C#N)CC(C)(C)NC2(C)C)CC,-0.40956773888686,0.5181776087755542,-0.613155227410694,0.5931075316819383,-0.5260974713547818,-0.1506404346567059,0.35045143938121026
COc1ccc(C(=O)Oc2ccc(-c3ccc(C)cc3)cc2)cc1OC,-0.5650310652767256,0.48527578345791395,-0.13900605357696852,0.5189677397287352,-0.5804621290963146,0.8557935349564786,0.3243564301566694
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,0.34982917713046224,-2.1509452087739613,3.3248812850201315,-3.0921745429401812,0.2883682714112301,-0.9159828609065638,-3.5940499878498655
CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C,1.2128164534708528,-0.09981138485709527,0.005770018998715927,1.1796634529375252,0.439954465391128,0.5381992635005267,0.4185818811330528
CN1CCN(C(CC(=O)Nc2cccc(C(F)(F)F)c2)C(=O)O)CC1,0.1784317108040046,0.3214895912399908,-0.8306545416255565,0.2622469430921113,0.29805208946589024,-0.05429171481811309,0.37162409463498847
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-0.44381649657644767,-0.09579826403726978,0.2989951178803475,0.38326096031170515,-0.2522790701518288,-0.20606148030633256,0.5078612275363606
CCNC(=O)c1ccc(CN2CCc3ccccc3C2)cc1,0.3202209982867144,0.8044741715696754,-0.3349381001176206,-0.1312690313392228,0.5600528948068331,-0.15052115036803596,0.21034978769356955
