depth,dropout,width,mlp,rmlp,vmlp,rvmlp
1,0.5,900,0.012168437242507935,0.01220741868019104,-0.0038700103759765625,-0.0032023489475250244
1,0.5,1000,0.011881396174430847,0.012591049075126648,-0.00398765504360199,-0.005167454481124878
1,0.6,100,0.0128680020570755,0.01816868782043457,-0.0012093186378479004,0.0005647242069244385
1,0.6,200,0.01300656795501709,0.012709751725196838,-0.001975417137145996,0.002140924334526062
1,0.6,300,0.013706415891647339,0.012321338057518005,-0.0003608018159866333,0.002181112766265869
1,0.6,400,0.012541905045509338,0.010604113340377808,-0.0007408559322357178,0.0023981332778930664
1,0.6,500,0.013525068759918213,0.013592392206192017,-0.0017561018466949463,0.0007021725177764893
1,0.6,600,0.013384565711021423,0.011715903878211975,-0.0007262527942657471,-0.002001345157623291
1,0.6,700,0.014590293169021606,0.00952523946762085,-0.0014300942420959473,2.034008502960205e-05
1,0.6,800,0.01169535517692566,0.012897133827209473,-0.0020904242992401123,-0.0037523508071899414
1,0.6,900,0.01379239559173584,0.01299777626991272,-0.0049964189529418945,-0.0013271868228912354
1,0.6,1000,0.013976991176605225,0.012810364365577698,-0.0038852691650390625,-0.003504917025566101
1,0.7,100,0.009579271078109741,0.010347560048103333,-0.0021055936813354492,-0.00015576183795928955
1,0.7,200,0.01322956383228302,0.011725470423698425,-0.0002611875534057617,0.003618896007537842
1,0.7,300,0.014578908681869507,0.013480916619300842,-0.0003302544355392456,0.0033483505249023438
1,0.7,400,0.013352438807487488,0.014903128147125244,-0.0019877851009368896,0.0018158704042434692
1,0.7,500,0.012752994894981384,0.012999385595321655,-0.0014601051807403564,6.00665807723999e-05
1,0.7,600,0.011307507753372192,0.01144169270992279,-0.0024149417877197266,0.00019247829914093018
1,0.7,700,0.010574474930763245,0.013032466173171997,-0.0036689341068267822,-0.0013927966356277466
1,0.7,800,0.010606586933135986,0.010904371738433838,-0.0008949339389801025,-0.00021663308143615723
1,0.7,900,0.010028555989265442,0.012204483151435852,0.00011199712753295898,-0.0012336522340774536
1,0.7,1000,0.011824041604995728,0.011103332042694092,-0.0031392574310302734,-0.0026123523712158203
2,0.2,100,0.013227105140686035,0.012881457805633545,-0.002121150493621826,0.00016069412231445312
2,0.2,200,0.013012245297431946,0.013528123497962952,-0.0027419328689575195,0.001009926199913025
2,0.2,300,0.012558534741401672,0.01137019693851471,-0.0019790232181549072,-0.003810316324234009
2,0.2,400,0.011865541338920593,0.013079628348350525,-0.00219900906085968,-0.0015967637300491333
2,0.2,500,0.013485461473464966,0.01349012553691864,-0.0014940053224563599,-0.0012907236814498901
2,0.2,600,0.013232231140136719,0.013922512531280518,-0.0024055838584899902,-0.002547845244407654
2,0.2,700,0.011889293789863586,0.01020503044128418,-0.001977980136871338,-0.0035744458436965942
2,0.2,800,0.01263342797756195,0.010120585560798645,-0.00325736403465271,-0.0032556354999542236
2,0.2,900,0.012905210256576538,0.010453879833221436,-0.005037099123001099,-0.0038600265979766846
2,0.2,1000,0.01268109679222107,0.010273769497871399,-0.0015097111463546753,-0.0036872178316116333
2,0.3,100,0.01387055218219757,0.015290126204490662,-0.0011876970529556274,-0.0003533214330673218
2,0.3,200,0.013218745589256287,0.012602299451828003,-0.0012827366590499878,0.000515475869178772
2,0.3,300,0.012981504201889038,0.012056708335876465,-0.00218123197555542,-0.002224534749984741
2,0.3,400,0.011814400553703308,0.013135567307472229,-0.0028448402881622314,-0.0019773244857788086
2,0.3,500,0.011713504791259766,0.011761590838432312,-0.0030160248279571533,-0.0027649998664855957
2,0.3,600,0.014685481786727905,0.01004280149936676,-0.00262451171875,-0.003816753625869751
2,0.3,700,0.013418897986412048,0.012463971972465515,-0.003093212842941284,-0.0013541430234909058
2,0.3,800,0.01208747923374176,0.010632947087287903,-0.0032545924186706543,-0.004915595054626465
2,0.3,900,0.011961936950683594,0.010593384504318237,-0.0035310089588165283,-0.0022744834423065186
2,0.3,1000,0.012379318475723267,0.009896188974380493,-0.001987352967262268,-0.003633260726928711
2,0.4,100,0.015158668160438538,0.015443667769432068,-0.0011903941631317139,-0.0013492107391357422
2,0.4,200,0.013818502426147461,0.01448376476764679,-0.0020326226949691772,0.0018516629934310913
2,0.4,300,0.012578725814819336,0.01372578740119934,-0.003045409917831421,0.0023530274629592896
2,0.4,400,0.013646453619003296,0.01415376365184784,-0.0023880302906036377,-0.0026428401470184326
2,0.4,500,0.012658625841140747,0.012842223048210144,-0.001740872859954834,-0.0013251304626464844
2,0.4,600,0.010866522789001465,0.011698499321937561,-0.003786802291870117,-0.0029655098915100098
2,0.4,700,0.012185320258140564,0.010914251208305359,-0.005212217569351196,-0.0018008053302764893
2,0.4,800,0.01010681688785553,0.01164168119430542,-0.003269672393798828,-0.0021612346172332764
2,0.4,900,0.011208787560462952,0.010595038533210754,-0.005878090858459473,-0.002723485231399536
2,0.4,1000,0.011091277003288269,0.009883910417556763,-0.004019677639007568,-0.0031454861164093018
2,0.5,100,0.013122662901878357,0.01345767080783844,-0.0006339550018310547,0.0042591094970703125
2,0.5,200,0.011817097663879395,0.014253795146942139,-0.0021133124828338623,0.002118930220603943
2,0.5,300,0.01363806426525116,0.015266388654708862,-0.0022236406803131104,0.0031373947858810425
2,0.5,400,0.011390909552574158,0.012762099504470825,-0.0040905773639678955,0.0008218586444854736
2,0.5,500,0.011363878846168518,0.014237955212593079,-0.004055619239807129,-0.000655248761177063
2,0.5,600,0.013036713004112244,0.0137413889169693,-0.007780224084854126,-0.00029394030570983887
2,0.5,700,0.01235249638557434,0.012346833944320679,-0.005114316940307617,-0.0030365586280822754
2,0.5,800,0.010334983468055725,0.013208657503128052,-0.0035909414291381836,-0.001217678189277649
2,0.5,900,0.011440619826316833,0.011943474411964417,-0.005181103944778442,-0.00370943546295166
2,0.5,1000,0.011054307222366333,0.011405304074287415,-0.006313681602478027,-0.003525376319885254
2,0.6,100,0.008498415350914001,0.012971639633178711,-0.0021289288997650146,-0.0005170702934265137
2,0.6,200,0.010311231017112732,0.012215584516525269,-0.0003708153963088989,0.002049490809440613
2,0.6,300,0.01088017225265503,0.014215603470802307,-0.0016020238399505615,0.0021585077047348022
2,0.6,400,0.011340245604515076,0.014159530401229858,-0.001566380262374878,0.00494818389415741
2,0.6,500,0.010922372341156006,0.013018369674682617,-0.0029310882091522217,0.0012961477041244507
2,0.6,600,0.010725229978561401,0.013491719961166382,-0.004397571086883545,0.0025757402181625366
2,0.6,700,0.011385023593902588,0.01306132972240448,-0.004813820123672485,0.00019316375255584717
2,0.6,800,0.01123666763305664,0.01345197856426239,-0.006119102239608765,-0.0013749897480010986
2,0.6,900,0.009747892618179321,0.012550011277198792,-0.005615651607513428,-0.000417858362197876
2,0.6,1000,0.011379748582839966,0.011662527918815613,-0.005047619342803955,-0.0018376410007476807
2,0.7,100,0.004819929599761963,0.0114612877368927,-0.002394169569015503,-0.00032614171504974365
2,0.7,200,0.006939023733139038,0.013161197304725647,-0.001229315996170044,-0.0001308917999267578
2,0.7,300,0.008171960711479187,0.014081746339797974,0.0014362484216690063,0.004347354173660278
2,0.7,400,0.00812290608882904,0.013186916708946228,0.00030291080474853516,0.0027327239513397217
2,0.7,500,0.008645832538604736,0.013143107295036316,-0.0007449239492416382,0.0034756064414978027
2,0.7,600,0.010521993041038513,0.011474058032035828,-0.0016717910766601562,0.0020574331283569336
2,0.7,700,0.009057164192199707,0.01249551773071289,-0.0023945868015289307,0.0019212812185287476
2,0.7,800,0.008518770337104797,0.0131663978099823,-0.0027486085891723633,0.0004585385322570801
2,0.7,900,0.007720395922660828,0.01139773428440094,-0.004148811101913452,0.0016641765832901
2,0.7,1000,0.009308189153671265,0.012324079871177673,-0.004590064287185669,0.0015262216329574585
3,0.2,100,0.016382381319999695,0.014640122652053833,-0.0018831491470336914,0.0017281919717788696
3,0.2,200,0.011723369359970093,0.0157594233751297,-0.00203588604927063,-0.0015882253646850586
3,0.2,300,0.011794596910476685,0.013726726174354553,-0.0004840046167373657,-0.003946036100387573
3,0.2,400,0.011666685342788696,0.010764449834823608,0.0006756484508514404,-0.0020407438278198242
3,0.2,500,0.012461021542549133,0.010607138276100159,-0.0004954040050506592,-0.004502147436141968
3,0.2,600,0.014169186353683472,0.011396035552024841,7.82310962677002e-06,-0.004501283168792725
3,0.2,700,0.010524705052375793,0.013839781284332275,0.0004415661096572876,-0.0017365217208862305
3,0.2,800,0.011754274368286133,0.009963244199752808,-0.0013536959886550903,-0.004538118839263916
3,0.2,900,0.012398838996887207,0.011124759912490845,-0.00040411949157714844,-0.0046477168798446655
3,0.2,1000,0.010726585984230042,0.00905337929725647,-0.00028751790523529053,-0.004544317722320557
3,0.3,100,0.011733129620552063,0.01566888391971588,-0.0003339052200317383,0.0027714669704437256
3,0.3,200,0.01274922490119934,0.014394387602806091,-0.0009080767631530762,-0.0006063282489776611
3,0.3,300,0.011094331741333008,0.013207316398620605,-0.0020391345024108887,0.001466214656829834
3,0.3,400,0.010906174778938293,0.012799814343452454,-0.0004952996969223022,-0.0033506304025650024
3,0.3,500,0.011589914560317993,0.01128360629081726,-0.00046925246715545654,-0.0006866306066513062
3,0.3,600,0.010593578219413757,0.009601190686225891,-0.00037288665771484375,-0.0015437006950378418
3,0.3,700,0.00928427278995514,0.011289969086647034,-0.0015737414360046387,-0.003208070993423462
3,0.3,800,0.01014949381351471,0.008779093623161316,3.2708048820495605e-05,-0.003256499767303467
3,0.3,900,0.010493353009223938,0.011001825332641602,-0.0017866045236587524,-0.0034585297107696533
3,0.3,1000,0.01000162959098816,0.010153621435165405,-0.00017535686492919922,-0.004780083894729614
3,0.4,100,0.011182695627212524,0.016882658004760742,0.00017374753952026367,0.004301920533180237
3,0.4,200,0.014315664768218994,0.016689449548721313,-0.000679895281791687,0.003531530499458313
3,0.4,300,0.00988362729549408,0.013380870223045349,0.0004708319902420044,0.0026307255029678345
3,0.4,400,0.011712595820426941,0.01513691246509552,4.132091999053955e-05,-0.0010615289211273193
3,0.4,500,0.010827705264091492,0.011730983853340149,-0.0015576183795928955,-0.0007589906454086304
3,0.4,600,0.010844260454177856,0.012814685702323914,-0.0009506344795227051,-0.0022208988666534424
3,0.4,700,0.011302962899208069,0.013133257627487183,-0.0011049062013626099,-0.0006191283464431763
3,0.4,800,0.0084572434425354,0.013463154435157776,-0.000552743673324585,-0.0009074509143829346
3,0.4,900,0.009601131081581116,0.012133210897445679,-0.0010992735624313354,-0.0006889551877975464
3,0.4,1000,0.008890211582183838,0.014424070715904236,-0.00025938451290130615,-0.003970682621002197
3,0.5,100,0.013556316494941711,0.017938807606697083,-0.0020228326320648193,0.0021840333938598633
3,0.5,200,0.012297466397285461,0.014763504266738892,2.9802322387695312e-06,0.0005698949098587036
3,0.5,300,0.011197462677955627,0.015022754669189453,-0.0006466656923294067,0.003519102931022644
3,0.5,400,0.011624321341514587,0.01264837384223938,-0.0007976144552230835,0.0018992722034454346
3,0.5,500,0.009522438049316406,0.01238107681274414,-0.0028634965419769287,0.00025124847888946533
3,0.5,600,0.010889634490013123,0.014112427830696106,-0.0028621554374694824,0.001205354928970337
3,0.5,700,0.011358320713043213,0.01416708528995514,-0.0027052760124206543,-0.00022974610328674316
3,0.5,800,0.010217994451522827,0.014364153146743774,-0.0018266141414642334,-0.0022263675928115845
3,0.5,900,0.00871451199054718,0.01315915584564209,-0.0034804046154022217,-0.0031288564205169678
3,0.5,1000,0.008767649531364441,0.013084545731544495,-0.0019036680459976196,-0.0024539530277252197
3,0.6,100,0.006027474999427795,0.014270856976509094,-0.0008504390716552734,0.0015937089920043945
3,0.6,200,0.009221464395523071,0.01472686231136322,-0.0018317103385925293,0.004837855696678162
3,0.6,300,0.008304774761199951,0.01607343554496765,0.0008546710014343262,0.005649343132972717
3,0.6,400,0.008300617337226868,0.013170287013053894,-0.0015389472246170044,0.003680095076560974
3,0.6,500,0.007724016904830933,0.014637038111686707,-0.002810657024383545,0.003785654902458191
3,0.6,600,0.00808630883693695,0.014037683606147766,-0.0025022029876708984,0.0031433552503585815
3,0.6,700,0.007658153772354126,0.013706877827644348,-0.0021299421787261963,0.002596527338027954
3,0.6,800,0.010093286633491516,0.013694897294044495,-0.0033889412879943848,0.001735493540763855
3,0.6,900,0.009894788265228271,0.0135030597448349,-0.006575584411621094,0.0015145093202590942
3,0.6,1000,0.007958635687828064,0.013371974229812622,-0.005893290042877197,-0.0007203370332717896
3,0.7,100,0.0031148940324783325,0.012535423040390015,-0.0013796836137771606,-0.0008829087018966675
3,0.7,200,0.0032433122396469116,0.013659253716468811,-0.0015201270580291748,0.00407041609287262
3,0.7,300,0.007385432720184326,0.014945611357688904,-0.0017501115798950195,0.0020654499530792236
3,0.7,400,0.00848524272441864,0.015471071004867554,-0.0011703968048095703,0.003940790891647339
3,0.7,500,0.007186397910118103,0.013146206736564636,0.0006079673767089844,0.003726184368133545
3,0.7,600,0.005845963954925537,0.014222770929336548,-0.00041353702545166016,0.0030807554721832275
3,0.7,700,0.008099809288978577,0.012053519487380981,-0.0009239614009857178,0.00319884717464447
3,0.7,800,0.00791582465171814,0.014385044574737549,-0.0010757297277450562,0.003170982003211975
3,0.7,900,0.007369697093963623,0.01567479968070984,-0.0021129250526428223,0.003100186586380005
3,0.7,1000,0.009616553783416748,0.012763559818267822,-0.0013275295495986938,0.0016386955976486206
4,0.2,100,0.008859440684318542,0.014771640300750732,-0.002557307481765747,-0.0008186846971511841
4,0.2,200,0.012448236346244812,0.013399764895439148,-0.0010416507720947266,-0.003503561019897461
4,0.2,300,0.010084971785545349,0.01237894594669342,-0.0002568960189819336,-0.00278627872467041
4,0.2,400,0.01088656485080719,0.012906864285469055,-0.00028870999813079834,-0.0071943700313568115
4,0.2,500,0.010239318013191223,0.012521326541900635,-0.0002168715000152588,-0.003438204526901245
4,0.2,600,0.009475544095039368,0.011732339859008789,-8.769333362579346e-05,-0.0032931864261627197
4,0.2,700,0.011466413736343384,0.011777430772781372,-0.0002719610929489136,-0.0035810470581054688
4,0.2,800,0.012917950749397278,0.012205302715301514,-0.0005142837762832642,-0.0012850761413574219
4,0.2,900,0.012170180678367615,0.013152167201042175,-0.0003094673156738281,-0.0017135441303253174
4,0.2,1000,0.013395383954048157,0.0134744793176651,-0.0008451640605926514,-0.0023773610591888428
4,0.3,100,0.014589428901672363,0.011982709169387817,-0.00013543665409088135,0.0016349703073501587
4,0.3,200,0.011458352208137512,0.01292891800403595,-0.0012122541666030884,0.0009251981973648071
4,0.3,300,0.007497087121009827,0.01467442512512207,-3.413856029510498e-05,-0.0023968666791915894
4,0.3,400,0.012164562940597534,0.012186303734779358,-0.00037151575088500977,-0.0028284937143325806
4,0.3,500,0.009171560406684875,0.010153800249099731,-0.00027035176753997803,-0.0017632991075515747
4,0.3,600,0.008832305669784546,0.01427033543586731,2.8192996978759766e-05,-0.004456460475921631
4,0.3,700,0.010983660817146301,0.012494593858718872,0.0001552104949951172,-0.004495292901992798
4,0.3,800,0.010004222393035889,0.011507824063301086,-0.0002556741237640381,-0.005092203617095947
4,0.3,900,0.010264992713928223,0.011540412902832031,3.434717655181885e-05,-0.0050144195556640625
4,0.3,1000,0.010773077607154846,0.012961715459823608,-0.0005585849285125732,-0.003949970006942749
4,0.4,100,0.009703680872917175,0.01345197856426239,-0.001222163438796997,0.005955919623374939
4,0.4,200,0.009327679872512817,0.013556241989135742,0.0006153732538223267,0.005228221416473389
4,0.4,300,0.01010383665561676,0.013381406664848328,-0.00020088255405426025,0.0019760876893997192
4,0.4,400,0.0089825838804245,0.014292672276496887,-0.0008549392223358154,0.003390282392501831
4,0.4,500,0.006751254200935364,0.012587308883666992,-0.00041188299655914307,-0.002411186695098877
4,0.4,600,0.008821934461593628,0.01324145495891571,0.0006504356861114502,-0.0005332380533218384
4,0.4,700,0.010530605912208557,0.011613786220550537,-0.0010595321655273438,0.00011640787124633789
4,0.4,800,0.01185925304889679,0.013285323977470398,-0.0005246847867965698,-0.0019377470016479492
4,0.4,900,0.009614869952201843,0.011926427483558655,-0.0005754828453063965,6.80088996887207e-05
4,0.4,1000,0.0088605135679245,0.0117674320936203,0.0005368143320083618,-0.0022680461406707764
4,0.5,100,0.007563725113868713,0.01527954638004303,-0.0007218420505523682,0.0023389458656311035
4,0.5,200,0.01163560152053833,0.0158424973487854,4.604458808898926e-05,0.005516797304153442
4,0.5,300,0.01217702031135559,0.014426589012145996,-0.0011674314737319946,0.002974003553390503
4,0.5,400,0.006514251232147217,0.012972995638847351,0.001331910490989685,0.0027419626712799072
4,0.5,500,0.009261205792427063,0.01469828188419342,-0.0006716102361679077,0.0032476186752319336
4,0.5,600,0.00908486545085907,0.014852568507194519,-0.00045624375343322754,0.003055393695831299
4,0.5,700,0.00799494981765747,0.012697264552116394,-0.00040675699710845947,0.0013355016708374023
4,0.5,800,0.007153689861297607,0.014139115810394287,0.00026860833168029785,0.00041328370571136475
4,0.5,900,0.006322219967842102,0.012899994850158691,-0.0003764331340789795,-3.7416815757751465e-05
4,0.5,1000,0.00787438452243805,0.013157397508621216,0.00026413798332214355,-0.00039523839950561523
4,0.6,100,0.003163382411003113,0.012046173214912415,-0.0007541924715042114,0.0005042552947998047
4,0.6,200,0.008293673396110535,0.014425888657569885,-0.0020469725131988525,0.004182443022727966
4,0.6,300,0.010940700769424438,0.014865338802337646,-0.0010247081518173218,0.0028110146522521973
4,0.6,400,0.005702808499336243,0.015293598175048828,-0.0009416192770004272,0.004320308566093445
4,0.6,500,0.009235993027687073,0.013664290308952332,3.097951412200928e-05,0.0035085529088974
4,0.6,600,0.010610684752464294,0.013838693499565125,-0.0011212527751922607,0.004325106739997864
4,0.6,700,0.004831239581108093,0.01526668667793274,-0.0006611943244934082,0.0035018324851989746
4,0.6,800,0.009668618440628052,0.011923834681510925,-0.000500023365020752,0.0031782686710357666
4,0.6,900,0.010008051991462708,0.013104021549224854,-0.0009651482105255127,0.0026065856218338013
4,0.6,1000,0.007218867540359497,0.012246161699295044,-0.0008864700794219971,0.001458495855331421
4,0.7,100,0.0032452046871185303,0.013582766056060791,-0.0018665790557861328,0.0005276501178741455
4,0.7,200,0.0023779571056365967,0.014941975474357605,-0.0007681548595428467,0.0028548240661621094
4,0.7,300,0.002868443727493286,0.013969466090202332,-0.0014394521713256836,0.004175111651420593
4,0.7,400,0.0021686404943466187,0.014604032039642334,-0.0021352767944335938,0.004466697573661804
4,0.7,500,0.004550322890281677,0.01399567723274231,-0.002284497022628784,0.002695515751838684
4,0.7,600,0.006344601511955261,0.013033062219619751,-0.0021133124828338623,0.0034721344709396362
4,0.7,700,0.006573855876922607,0.013800010085105896,-0.0019100308418273926,0.003951624035835266
4,0.7,800,0.006341814994812012,0.01287609338760376,-0.00199010968208313,0.002545401453971863
4,0.7,900,0.017537549138069153,0.012608498334884644,-0.0011188387870788574,0.003425776958465576
4,0.7,1000,0.010434895753860474,0.013361036777496338,-0.0005055665969848633,0.0028058886528015137
5,0.2,100,0.01126912236213684,0.013558149337768555,-0.0001662522554397583,0.0009289681911468506
5,0.2,200,0.00735124945640564,0.014573946595191956,-0.00041757524013519287,-0.0015593171119689941
5,0.2,300,0.009215354919433594,0.013159126043319702,-0.0006294101476669312,-0.0007475763559341431
5,0.2,400,0.011519461870193481,0.011818334460258484,6.790459156036377e-05,-0.0035335123538970947
5,0.2,500,0.009184390306472778,0.01754949986934662,0.00046284496784210205,-0.002317860722541809
5,0.2,600,0.01323014497756958,0.01374363899230957,-0.0003392547369003296,-0.005217522382736206
5,0.2,700,0.013708770275115967,0.013865604996681213,-0.00017620623111724854,0.0006568878889083862
5,0.2,800,0.010479047894477844,0.012648001313209534,-0.00017371773719787598,-0.0010155290365219116
5,0.2,900,0.013132169842720032,0.013454616069793701,-0.00012940168380737305,-0.0028693675994873047
5,0.2,1000,0.015205785632133484,0.019592806696891785,-6.397068500518799e-05,-0.0017102956771850586
5,0.3,100,0.008158624172210693,0.014081761240959167,-0.001733154058456421,0.0024709701538085938
5,0.3,200,0.010815784335136414,0.013640210032463074,0.00017039477825164795,0.0021537840366363525
5,0.3,300,0.008697807788848877,0.011468425393104553,4.187226295471191e-06,-0.0008852928876876831
5,0.3,400,0.011883065104484558,0.011407509446144104,-0.0005143880844116211,0.00010101497173309326
5,0.3,500,0.009078055620193481,0.012372806668281555,0.0004139542579650879,-0.0014040619134902954
5,0.3,600,0.009327918291091919,0.010816335678100586,3.927946090698242e-05,-0.0018630623817443848
5,0.3,700,0.011630415916442871,0.012388914823532104,-0.00044570863246917725,-0.003575727343559265
5,0.3,800,0.010821759700775146,0.012924522161483765,3.540515899658203e-05,-0.0038942694664001465
5,0.3,900,0.011747032403945923,0.015088796615600586,0.000253334641456604,-0.0019708573818206787
5,0.3,1000,0.011064901947975159,0.011622726917266846,-0.0005821585655212402,-0.003555893898010254
5,0.4,100,0.011461436748504639,0.01718352735042572,-0.0006694793701171875,0.002838730812072754
5,0.4,200,0.008335337042808533,0.013723894953727722,-0.0010710954666137695,0.004063114523887634
5,0.4,300,0.006088420748710632,0.012310832738876343,0.0006929636001586914,0.0025941580533981323
5,0.4,400,0.0074565112590789795,0.012535840272903442,0.0006476789712905884,0.0004558265209197998
5,0.4,500,0.01039789617061615,0.013425886631011963,0.0003683716058731079,0.001858443021774292
5,0.4,600,0.0084572434425354,0.0147324800491333,0.0005821287631988525,-0.0011693686246871948
5,0.4,700,0.009018763899803162,0.012218117713928223,0.0005995482206344604,-0.0017699599266052246
5,0.4,800,0.006932497024536133,0.015193268656730652,0.0002456456422805786,-0.0014875680208206177
5,0.4,900,0.00878337025642395,0.01269000768661499,-0.00038529932498931885,-0.0016419589519500732
5,0.4,1000,0.009634971618652344,0.013773009181022644,4.57763671875e-05,0.0002500265836715698
5,0.5,100,0.004920199513435364,0.013094916939735413,-0.00016395747661590576,0.00209161639213562
5,0.5,200,0.012634381651878357,0.017002210021018982,-0.0011005103588104248,0.004266604781150818
5,0.5,300,0.011947482824325562,0.01434953510761261,-6.636977195739746e-05,0.004009798169136047
5,0.5,400,0.015210524201393127,0.014211907982826233,0.0010142326354980469,0.004893705248832703
5,0.5,500,0.011313393712043762,0.014091253280639648,-0.0003626495599746704,0.0034968703985214233
5,0.5,600,0.011521667242050171,0.013843700289726257,0.000794336199760437,0.0020147114992141724
5,0.5,700,0.007911279797554016,0.014353200793266296,-0.0002453923225402832,0.0015513300895690918
5,0.5,800,0.00879204273223877,0.012014597654342651,0.00040622055530548096,0.0034380704164505005
5,0.5,900,0.007939308881759644,0.014159291982650757,0.00048370659351348877,0.003234267234802246
5,0.5,1000,0.0067752450704574585,0.013637438416481018,0.00024521350860595703,0.0007055103778839111
5,0.6,100,0.0024532824754714966,0.014700695872306824,-0.0018870532512664795,0.002227768301963806
5,0.6,200,0.003256499767303467,0.015129297971725464,-0.0003889799118041992,0.005252942442893982
5,0.6,300,0.0052780210971832275,0.015962466597557068,0.0003940016031265259,0.004470899701118469
5,0.6,400,0.006685912609100342,0.014136657118797302,-2.8535723686218262e-05,0.005161374807357788
5,0.6,500,0.007255345582962036,0.013886764645576477,0.00015214085578918457,0.004650861024856567
5,0.6,600,0.013364419341087341,0.012933731079101562,-0.0006190389394760132,0.0043428391218185425
5,0.6,700,0.012116149067878723,0.013034626841545105,-0.0007254481315612793,0.004299819469451904
5,0.6,800,0.010027900338172913,0.015235081315040588,0.0006591677665710449,0.001523032784461975
5,0.6,900,0.007572367787361145,0.013110905885696411,-6.310641765594482e-05,0.001971900463104248
5,0.6,1000,0.007887512445449829,0.013567715883255005,0.00013709068298339844,0.0028043240308761597
5,0.7,100,0.00264112651348114,0.011546596884727478,-0.0016925781965255737,0.0006432533264160156
5,0.7,200,0.002087429165840149,0.014665380120277405,-0.002208411693572998,0.004298850893974304
5,0.7,300,0.0024682283401489258,0.014257654547691345,-0.002437114715576172,0.0031601786613464355
5,0.7,400,0.0017144829034805298,0.014748722314834595,-0.0017657876014709473,0.004681110382080078
5,0.7,500,0.00555245578289032,0.0136384516954422,-0.001471787691116333,0.0015777498483657837
5,0.7,600,0.003131374716758728,0.015346765518188477,-0.00188523530960083,0.0021355748176574707
