depth,width,dropout,vmlp,mlp,difference
1,64,0.1,0.019526854157447815,0.05272902548313141,-0.033202171325683594
1,128,0.1,0.03914080560207367,0.06678226590156555,-0.027641460299491882
1,192,0.1,0.04471631348133087,0.0770026296377182,-0.03228631615638733
1,256,0.1,0.04866819083690643,0.07432536780834198,-0.025657176971435547
1,320,0.1,0.043731316924095154,0.07335582375526428,-0.02962450683116913
1,384,0.1,0.05116972327232361,0.0707324743270874,-0.019562751054763794
1,448,0.1,0.0479150116443634,0.06804420053958893,-0.020129188895225525
1,512,0.1,0.04502755403518677,0.06925535202026367,-0.024227797985076904
1,64,0.2,0.01915094256401062,0.04780873656272888,-0.02865779399871826
1,128,0.2,0.03734488785266876,0.06620761752128601,-0.02886272966861725
1,192,0.2,0.04757207632064819,0.07297147810459137,-0.025399401783943176
1,256,0.2,0.051186203956604004,0.07409036159515381,-0.022904157638549805
1,320,0.2,0.05113108456134796,0.07492934167385101,-0.023798257112503052
1,384,0.2,0.05343461036682129,0.07747782766819,-0.024043217301368713
1,448,0.2,0.053667500615119934,0.07542625069618225,-0.021758750081062317
1,512,0.2,0.04867666959762573,0.07277637720108032,-0.02409970760345459
1,64,0.3,0.01207771897315979,0.04604943096637726,-0.03397171199321747
1,128,0.3,0.031680867075920105,0.06480817496776581,-0.0331273078918457
1,192,0.3,0.04515640437602997,0.0723486989736557,-0.027192294597625732
1,256,0.3,0.049635663628578186,0.07616601884365082,-0.026530355215072632
1,320,0.3,0.0523812472820282,0.07839708030223846,-0.026015833020210266
1,384,0.3,0.05636806786060333,0.07809324562549591,-0.021725177764892578
1,448,0.3,0.05368281900882721,0.07342065870761871,-0.019737839698791504
1,512,0.3,0.05301326513290405,0.07359075546264648,-0.02057749032974243
1,64,0.4,0.010288983583450317,0.03554071485996246,-0.025251731276512146
1,128,0.4,0.02425612509250641,0.05806441605091095,-0.03380829095840454
1,192,0.4,0.036422327160835266,0.06957599520683289,-0.03315366804599762
1,256,0.4,0.04640045762062073,0.0743526965379715,-0.02795223891735077
1,320,0.4,0.054288968443870544,0.07899777591228485,-0.024708807468414307
1,384,0.4,0.05447183549404144,0.07762067019939423,-0.023148834705352783
1,448,0.4,0.0564018189907074,0.07978296279907227,-0.023381143808364868
1,512,0.4,0.05722971260547638,0.08001372218132019,-0.02278400957584381
1,64,0.5,0.006740346550941467,0.03237634897232056,-0.02563600242137909
1,128,0.5,0.020380958914756775,0.046388715505599976,-0.0260077565908432
1,192,0.5,0.034688666462898254,0.05953507125377655,-0.024846404790878296
1,256,0.5,0.04207724332809448,0.07074078917503357,-0.028663545846939087
1,320,0.5,0.04948730766773224,0.07609769701957703,-0.026610389351844788
1,384,0.5,0.05461221933364868,0.07343608140945435,-0.018823862075805664
1,448,0.5,0.05443824827671051,0.08306574821472168,-0.02862749993801117
1,512,0.5,0.0561387836933136,0.08017277717590332,-0.02403399348258972
1,64,0.6,0.004676908254623413,0.018042653799057007,-0.013365745544433594
1,128,0.6,0.013670220971107483,0.03454406559467316,-0.020873844623565674
1,192,0.6,0.021437793970108032,0.048781946301460266,-0.027344152331352234
1,256,0.6,0.037498459219932556,0.057364583015441895,-0.01986612379550934
1,320,0.6,0.04416297376155853,0.06516194343566895,-0.020998969674110413
1,384,0.6,0.04611100256443024,0.07156996428966522,-0.025458961725234985
1,448,0.6,0.05016040802001953,0.07521872222423553,-0.025058314204216003
1,512,0.6,0.053281575441360474,0.07591430842876434,-0.02263273298740387
1,64,0.7,0.002279728651046753,0.009147033095359802,-0.006867304444313049
1,128,0.7,0.009007364511489868,0.02407136559486389,-0.015064001083374023
1,192,0.7,0.015710875391960144,0.03811696171760559,-0.022406086325645447
1,256,0.7,0.02352195978164673,0.04565991461277008,-0.022137954831123352
1,320,0.7,0.030286580324172974,0.05223022401332855,-0.02194364368915558
1,384,0.7,0.0365414172410965,0.05639636516571045,-0.019854947924613953
1,448,0.7,0.044799983501434326,0.062438398599624634,-0.017638415098190308
1,512,0.7,0.04642599821090698,0.0670754462480545,-0.020649448037147522
1,64,0.8,0.0033685415983200073,0.004510954022407532,-0.0011424124240875244
1,128,0.8,0.004124492406845093,0.01048743724822998,-0.006362944841384888
1,192,0.8,0.004856869578361511,0.014836534857749939,-0.009979665279388428
1,256,0.8,0.010958075523376465,0.02238711714744568,-0.011429041624069214
1,320,0.8,0.01620747148990631,0.029189079999923706,-0.012981608510017395
1,384,0.8,0.02058832347393036,0.03340272605419159,-0.01281440258026123
1,448,0.8,0.024885371327400208,0.03684672713279724,-0.011961355805397034
1,512,0.8,0.030619218945503235,0.04096302390098572,-0.010343804955482483
2,64,0.1,0.013974368572235107,0.060919225215911865,-0.04694485664367676
2,128,0.1,0.04383097589015961,0.07717868685722351,-0.033347710967063904
2,192,0.1,0.053794100880622864,0.0782417505979538,-0.024447649717330933
2,256,0.1,0.05523845553398132,0.0815683901309967,-0.02632993459701538
2,320,0.1,0.05975697934627533,0.07612733542919159,-0.01637035608291626
2,384,0.1,0.054342120885849,0.07409614324569702,-0.019754022359848022
2,448,0.1,0.05616249144077301,0.07121171057224274,-0.015049219131469727
2,512,0.1,0.05221618711948395,0.07606399059295654,-0.023847803473472595
2,64,0.2,0.012397527694702148,0.051334306597709656,-0.03893677890300751
2,128,0.2,0.039484962821006775,0.07494871318340302,-0.03546375036239624
2,192,0.2,0.05835597217082977,0.08294196426868439,-0.024585992097854614
2,256,0.2,0.05445539951324463,0.07757101953029633,-0.023115620017051697
2,320,0.2,0.05921582877635956,0.07804490625858307,-0.01882907748222351
2,384,0.2,0.0548836886882782,0.075762540102005,-0.020878851413726807
2,448,0.2,0.061471983790397644,0.07536125183105469,-0.013889268040657043
2,512,0.2,0.05774641036987305,0.0813397467136383,-0.02359333634376526
2,64,0.3,0.009835243225097656,0.04301831126213074,-0.03318306803703308
2,128,0.3,0.028649643063545227,0.07247880101203918,-0.04382915794849396
2,192,0.3,0.04964974522590637,0.07646523416042328,-0.026815488934516907
2,256,0.3,0.05646736919879913,0.08122517168521881,-0.024757802486419678
2,320,0.3,0.055876702070236206,0.08203588426113129,-0.02615918219089508
2,384,0.3,0.05775342881679535,0.08302301168441772,-0.025269582867622375
2,448,0.3,0.05588953197002411,0.0766301155090332,-0.020740583539009094
2,512,0.3,0.05691404640674591,0.08136259019374847,-0.024448543787002563
2,64,0.4,0.004249691963195801,0.03706522285938263,-0.03281553089618683
2,128,0.4,0.01832367479801178,0.06438510119915009,-0.046061426401138306
2,192,0.4,0.04194998741149902,0.07465225458145142,-0.03270226716995239
2,256,0.4,0.04691065847873688,0.08121408522129059,-0.03430342674255371
2,320,0.4,0.055629387497901917,0.07789677381515503,-0.022267386317253113
2,384,0.4,0.06194038689136505,0.08382737636566162,-0.02188698947429657
2,448,0.4,0.06414155662059784,0.08055311441421509,-0.01641155779361725
2,512,0.4,0.0585363507270813,0.07927194237709045,-0.020735591650009155
2,64,0.5,0.004467964172363281,0.018873080611228943,-0.014405116438865662
2,128,0.5,0.01141636073589325,0.05128750205039978,-0.03987114131450653
2,192,0.5,0.028166770935058594,0.06422357261180878,-0.03605680167675018
2,256,0.5,0.044192999601364136,0.07402011752128601,-0.029827117919921875
2,320,0.5,0.04866877198219299,0.0794391930103302,-0.030770421028137207
2,384,0.5,0.059584811329841614,0.08203211426734924,-0.02244730293750763
2,448,0.5,0.05464927852153778,0.08088183403015137,-0.026232555508613586
2,512,0.5,0.05930091440677643,0.07601583003997803,-0.0167149156332016
2,64,0.6,0.002982616424560547,0.007259637117385864,-0.004277020692825317
2,128,0.6,0.006195619702339172,0.030827581882476807,-0.024631962180137634
2,192,0.6,0.014699980616569519,0.04599691927433014,-0.03129693865776062
2,256,0.6,0.032108649611473083,0.05844038724899292,-0.026331737637519836
2,320,0.6,0.043225765228271484,0.07037340104579926,-0.02714763581752777
2,384,0.6,0.05176219344139099,0.07175751030445099,-0.019995316863059998
2,448,0.6,0.05458272993564606,0.07407498359680176,-0.0194922536611557
2,512,0.6,0.05274300277233124,0.07889434695243835,-0.026151344180107117
2,64,0.7,0.003194451332092285,0.002587363123893738,0.0006070882081985474
2,128,0.7,0.004034966230392456,0.011155962944030762,-0.007120996713638306
2,192,0.7,0.005561709403991699,0.019653409719467163,-0.014091700315475464
2,256,0.7,0.009783849120140076,0.028664037585258484,-0.018880188465118408
2,320,0.7,0.02128709852695465,0.03990855813026428,-0.01862145960330963
2,384,0.7,0.03321126103401184,0.053744345903396606,-0.020533084869384766
2,448,0.7,0.039465174078941345,0.05318719148635864,-0.013722017407417297
2,512,0.7,0.04568395018577576,0.06110385060310364,-0.01541990041732788
2,64,0.8,0.003506302833557129,0.0031908005475997925,0.0003155022859573364
2,128,0.8,0.004391670227050781,0.0032505691051483154,0.0011411011219024658
2,192,0.8,0.0032813847064971924,0.0027534067630767822,0.0005279779434204102
2,256,0.8,0.004101887345314026,0.0028462260961532593,0.0012556612491607666
2,320,0.8,0.003568708896636963,0.007699489593505859,-0.0041307806968688965
2,384,0.8,0.0051311105489730835,0.006782799959182739,-0.0016516894102096558
2,448,0.8,0.010348528623580933,0.011706680059432983,-0.0013581514358520508
2,512,0.8,0.014284089207649231,0.013162925839424133,0.0011211633682250977
